source_index,word,category,meaning
58800,weusi&tuu,涉敏,对黑人的贬低性称呼，意为'只是黑人'
58800,wachina&machinga,涉敏,对中国人的贬称，意为'中国小贩'
58801,matako,低俗色情,屁股（指女性身体部位，具有性暗示）
58803,siwezi oa muislamu,涉敏,拒绝与穆斯林通婚，表达对穆斯林的歧视
58806,bitch,低俗色情,婊子，对女性的侮辱性称呼
58810,kutombwa&pussy,低俗色情,被操的阴道
58811,wameru&akili nusu kama 15 cm,涉敏,对默鲁人智力的侮辱性贬低，称其智力只有15厘米
58812,kutombwa&pussy,低俗色情,性交侮辱词（对女性的侮辱）
58813,pussy,低俗色情,女性生殖器（粗俗）
58814,kikuyus&will killu us,暴力恐怖,基库尤人将杀死我们，煽动暴力仇恨
58817,kutombwa&pussy&matako,低俗色情,被插的阴部和屁股
58819,kutombwa&pussy&matako,低俗色情,斯瓦希里语和英语混合的露骨性词汇，指性交、阴道和屁股
58820,nigga,涉敏,对黑人的种族侮辱称呼
58820,pussy,低俗色情,女性生殖器的粗俗俚语
58821,nigga&mkisii mjinga,涉敏,对黑人的侮辱称呼；愚蠢的基西人（针对特定族群的侮辱）
58822,nigga,涉敏,对黑人的种族歧视称呼
58822,mkundu,低俗色情,肛门（粗俗用语）
58826,kumtomba&bitch,低俗色情,操&婊子
58831,niggah,涉敏,对黑人的侮辱性称呼
58832,kutomba&kitoto,未成年,与小孩发生性关系
58833,kutombwa&pussy&matako,低俗色情,被操的阴部和屁股，淫秽用语
58835,watishie&kichineese,暴力恐怖,威胁中国人
58836,niccas,涉敏,黑鬼，对非裔的种族歧视用语
58836,wavulana mashoga,涉敏,同性恋男孩，侮辱性性取向用语
58837,kutombwa&pussy&matako,低俗色情,插入阴道和肛门的性行为描写
58839,bitch&pussy,低俗色情,婊子和阴部
58840,kutombwa&pussy,低俗色情,性交和阴部
58841,kuma,低俗色情,女性生殖器（粗俗用语）
58843,kutomba,低俗色情,性交（粗俗语）
58844,punda,涉敏,斯瓦希里语中意为'驴'，常用作侮辱性称呼，相当于'蠢货'
58844,pussy,低俗色情,英文俚语，指女性阴部或性行为，属粗俗淫秽词汇
58845,pussy&kutombwa,低俗色情,女性的阴部和性交
58846,kutombwa,低俗色情,被性交的污秽说法
58847,kutombwa&pussy,低俗色情,被操的阴道
58848,takataka ya kutombwa,低俗色情,被操的垃圾
58850,bitch,价值观,婊子，侮辱性称呼
58852,bitch,涉敏,婊子（侮辱性称呼）
58856,kutombwa&pussy,低俗色情,指性交和女性生殖器，露骨色情表述
58863,bitch&punda,价值观,婊子和驴，对女性的侮辱性称呼
58864,kutomba,低俗色情,性交
58865,wajaluo&ni&wakorofi,涉敏,卢奥人是暴徒（对卢奥族的歧视性描述）
58866,nigga,涉敏,黑鬼（对黑人的蔑称）
58866,bitch,低俗色情,婊子（对女性的侮辱）
58868,takataka & kutombwa,低俗色情,要被操的垃圾（性侮辱用语）
58870,jambazi,涉敏,强盗
58871,wakikuyu&fala,涉敏,将基库尤人贬低为愚蠢之人，涉及种族歧视
58873,mpenda&kuma,低俗色情,喜欢阴部，露骨性词汇
58875,kutombwa,低俗色情,被操
58879,mpenda&kuma,低俗色情,喜欢阴部的人
58880,nicca,涉敏,对黑人的侮辱性称呼变体
58887,kutombwa&pussy&matako,低俗色情,被操的阴道和屁股
58890,kutombwa&pussy&matako,低俗色情,被操的阴部和臀部
58893,fagot&niggas,涉敏,针对同性恋和黑人的侮辱性称呼
58894,mlafi wa mboro,低俗色情,贪婪的阴茎（粗俗性器官侮辱）
58895,bitch,价值观,骂人的话，指妓女或贱人
58896,nigga,涉敏,对黑人的种族侮辱性称呼
58896,majembe&matako,低俗色情,性侮辱词汇，指荡妇屁股
58899,fucc&bitch,低俗色情,侮辱性的脏话，意为操你的婊子
58900,kutombwa&pussy,低俗色情,被操的阴道，淫秽性侮辱
58902,pussy,低俗色情,女性生殖器的粗俗俚语
58904,kutombwa&pussy&matako,低俗色情,被操阴部屁股
58906,kutombwa&pussy,低俗色情,被操的阴部
58908,kutombwa&pussy,低俗色情,插阴部
58909,kutombwa&pussy,低俗色情,被操的阴道
58911,mkisii&kuliko&mkikuyu,涉敏,基西人比基库尤人优越的表述
58913,kutombwa&nyeupe&takataka,涉敏,针对白人的性侮辱，意为“白色性交的垃圾”
58914,kijana&wa&pussy,低俗色情,阴道的年轻人（侮辱性称呼）
58916,kupiga&pussy,低俗色情,打阴部
58917,pussy&shit,低俗色情,女性阴部的脏话，低俗侮辱性用语
58924,kupiga&pussy,低俗色情,性行为表述
58933,shit&kutomba,低俗色情,屎和操
58938,bitch&kutomba,低俗色情,婊子，想做爱
58940,wakikuyu&wajaluo,涉敏,基库尤人和卢奥人，用于煽动种族对立
58941,nigger,涉敏,对黑人的侮辱性称呼
58943,pussy,低俗色情,对女性性器官的侮辱性/色情称呼
58947,bitches,涉敏,婊子们，对女性的侮辱性称呼
58948,pussy&kutomba,低俗色情,女性生殖器和性交动作
58949,nigga,涉敏,对黑人的种族侮辱性称呼
58949,pussy,低俗色情,女性生殖器的粗俗俚语
58951,faggot,涉敏,对男同性恋者的侮辱性称呼
58952,kutombwa&pussy,低俗色情,被操的阴道，露骨的性侮辱用语
58956,bitch&ass,低俗色情,婊子和屁股，侮辱性及性暗示词汇
58957,nigga,涉敏,对黑人的种族侮辱性称呼
58957,pussy,低俗色情,女性生殖器的低俗表达，上下文指生殖器疮
58963,bitch&kichwa nusu,涉敏,侮辱女性的词汇，意为'婊子'和'半头（愚蠢）'
58965,niggas&bitches,涉敏,对黑人和女性的侮辱性称呼
58970,wanaume wenye rangi&dick kubwa,涉敏,对有色人种男性的种族刻板印象，描述其具有大阴茎
58972,bitch&fuckin,低俗色情,侮辱性粗话，中文意为'婊子'和'他妈的'
58974,fagot,涉敏,同性恋贬称
58976,mpenda&kuma,低俗色情,指女性生殖器及爱好者，淫秽用语
58980,si mwanaume&mjinga,价值观,侮辱他人缺乏男性气质，称其为傻瓜
58986,kukaa&kwenye&uso,低俗色情,坐在脸上，性暗示用语
58987,pussy,低俗色情,女性生殖器的俚语
58988,bitch ass & pussy,低俗色情,侮辱性粗话，包含性暗示和贬低
58989,kutombwa&pussy&matako,低俗色情,性交和屁股的露骨描述
58991,kutombwa&pussy&matako,低俗色情,描述性行为的粗俗词汇
58993,kutombwa&pussy,低俗色情,对性交行为的露骨描述
58994,matako&mawili,低俗色情,两个屁股（性暗示）
58995,kutombwa&pussy&matako,低俗色情,被操的阴部屁股
58996,kutombwa,低俗色情,被强奸/被操的粗俗性行为描述
58997,kutombwa&pussy,低俗色情,被性交的阴部
58998,nigga,涉敏,对非裔的种族侮辱称呼
58998,kutomba&fuck,低俗色情,性交粗俗词汇
59001,kutombwa&pussy&matako,低俗色情,性交和性器官的粗俗表达
59002,pussy&kutombwa&matako,低俗色情,描述性行为的露骨词汇，意为“操逼、屁股”
59003,bitch,价值观,母狗，侮辱性称呼
59007,mtombaji,低俗色情,舔阴者
59007,mothafuckin,低俗色情,他妈的
59008,feminist&muislamu,涉敏,女权主义者和穆斯林
59009,wajaluo&weusi,涉敏,将卢奥人（特定种族）比作黑夜，进行种族侮辱
59012,pussy&cum,低俗色情,女性生殖器和精液的露骨称呼
59016,niggas,涉敏,对非裔美国人的种族侮辱性称呼
59019,kifua cha ndege&utapiamlo,涉敏,对身体的侮辱性描述，指像鸟胸和营养不良
59019,kutombwa,低俗色情,性行为的粗俗表达
59020,kutombwa&pussy,低俗色情,被操的阴部
59024,kutombwa&pussy&matako,低俗色情,操阴道屁股
59027,ezypesa&ushinde,违法,EzyPesa支付平台及赢取活动，暗示赌博
59028,wazungu&si binadamu,涉敏,将白人描述为非人类，属于种族歧视言论
59034,usiku wa wajaluo&mchana kwa wakamba,涉敏,Luo人的夜晚对Kamba人来说是白天，意为对Luo人的歧视性刻板印象
59035,coco,低俗色情,斯瓦希里语俚语，指女性私处
59037,fagot,涉敏,对同性恋者的侮辱性称呼
59045,kenyan&horn,涉敏,侮辱肯尼亚人为'horn'(角)，具有贬低和攻击性
59046,majembe&kutombwa&pussy&matako,低俗色情,性侮辱词汇，意为'锄头、被操、阴道、屁股'的综合侮辱
59050,utanyongwa&jubilee,暴力恐怖,你将被朱比利绞死（威胁性言论）
59051,bitch,涉敏,侮辱性称呼，意为'婊子'
59057,pussy&matako&kutombwa,低俗色情,女性生殖器、臀部、被操
59064,teabaggers,涉敏,对特定政治或社会群体的贬称，意为'茶包'的侮辱性变体
59065,jembe la kutombwa pussy,低俗色情,被操的阴道（秽语）
59066,punda,涉敏,斯瓦希里语中意为'驴'或'屁股'，用作侮辱性词汇
59066,jembe,涉敏,斯瓦希里语中字面意为'锄头'，俚语中指妓女或荡妇
59067,pussy&hulk,低俗色情,描述女性生殖器大小的粗俗内容
59071,pussy,低俗色情,指女性阴部，淫秽用语
59073,niggas,涉敏,对黑人的侮辱性称呼（黑鬼）
59080,nigga,涉敏,对黑人的侮辱性称呼，源于种族歧视
59080,pussy,低俗色情,女性生殖器，淫秽用语
59081,wewe mzee&wajaluo wako,涉敏,对特定个人及其所属民族（卢奥人）的贬低性指责
59082,jembe la kutombwa pussy,低俗色情,被操的pussy（侮辱性性称呼）
59085,nyonya&dick,低俗色情,吸吮阴茎
59086,bitch,涉敏,母狗、婊子，用于侮辱女性
59087,chuchu tano & uke wa kando,低俗色情,对女性乳房和侧面的低俗描述
59088,kutomba,低俗色情,斯瓦希里语中的粗俗性交词汇
59091,pussy&dick,低俗色情,女性生殖器和男性生殖器的粗俗词汇
59093,rudi&kwenu,涉敏,滚回你的国家（排外言论）
59095,premier bet,违法,一个在线赌博平台名称
59096,niggah,涉敏,种族歧视黑人的侮辱性词汇
59097,nigga,涉敏,对黑人的种族侮辱称呼
59097,kula pussy,低俗色情,口交性行为
59100,kutombwa&pussy,低俗色情,被操的阴道
59101,vuta suruali&pussy yangu,低俗色情,拉下裤子并在我的阴部上写字，具有露骨性暗示
59104,nigga,涉敏,对黑人的种族侮辱性称呼，意为‘黑鬼’
59105,pussy,低俗色情,阴部
59107,kutombwa&pussy&matako,低俗色情,被操的阴部和臀部
59108,takataka&kutombwa,低俗色情,被操的垃圾，用于侮辱和性骚扰
59110,mbembeleze&familia&nzima,暴力恐怖,攻击整个家庭
59112,pussy,低俗色情,女性生殖器的俚语，低俗词汇
59114,fuckin&cunt,涉敏,他妈的贱人（对女性的侮辱性称呼）
59115,titi&kubwa,低俗色情,大乳房
59118,kutomba,低俗色情,性交的粗俗用语
59118,shit,低俗色情,表示粪便的粗话
59118,kutomba brett farve,低俗色情,针对Brett Farve的性侮辱词组
59119,mkristo mweupe&mjinga,涉敏,白种基督徒与愚蠢的组合侮辱
59124,pussy&thot,低俗色情,女性生殖器和荡妇的侮辱性词汇
59127,bitches,价值观,对女性的侮辱性称呼
59129,pussy&kofia ya punda,低俗色情,女性生殖器（俚语）和驴帽子（性暗示）
59130,kutombwa&pussy&matako,低俗色情,操逼屁股
59132,majembe&matako&kabila,低俗色情,侮辱性部落言论，直译'许多屁股应该是一个部落'，含有低俗和歧视意味
59135,bitches,低俗色情,对女性的贬低称呼，意为婊子
59137,nigga,涉敏,对黑人的种族侮辱性称呼
59137,pussy,低俗色情,女性生殖器的粗俗俚语
59140,pussy&kutombwa,低俗色情,女性生殖器和性行为的粗俗表达
59141,fucking&bitch,低俗色情,他妈的婊子，用于侮辱他人
59143,mjinga&bubu,价值观,愚蠢的傻瓜，侮辱性称呼
59150,kutombwa&pussy,低俗色情,被操的阴部
59152,ubakaji&mjamzito,暴力恐怖,强奸孕妇
59152,mbwa&mjinga,价值观,狗笨蛋（侮辱性词汇）
59153,kikuyus&mnatusi,涉敏,基库尤人&侮辱他人，针对特定民族的攻击性言论
59155,fags,涉敏,对男同性恋的侮辱性称呼
59155,pussy&kutombwa,低俗色情,女性生殖器和性交动作的粗俗表达
59159,nigga,涉敏,对黑人的种族侮辱性称呼
59159,pussy&matako&kutombwa,低俗色情,暴露性器官和性行为的词汇
59160,biychild&wasichana ni bure tu,低俗色情,对儿童和女孩的性剥削暗示，儿童英雄和免费女孩
59163,mboro&mlafi,低俗色情,阴茎和污秽之物（指性病或肮脏的东西）
59164,kill&a&luhya,暴力恐怖,杀死一个卢希亚人
59167,kutombwa&pussy&matako,低俗色情,操阴部屁股等性行为粗俗表达
59169,kurekodiwa&bila&ridhaa,违法,未经同意录制和传播他人私密视频
59173,nigga,涉敏,对黑人的种族歧视称呼
59173,bitch,低俗色情,对女性的侮辱性称呼，意为母狗
59177,jigga,涉敏,对非裔美国人的种族侮辱性俚语
59177,pussy,低俗色情,对女性的侮辱性称呼或指代性器官
59179,kutombwa,低俗色情,被操
59180,dick&matako,低俗色情,阴茎和臀部
59184,pussy&yako,低俗色情,你的阴部
59185,dat&bitch,价值观,那个婊子（对女性的侮辱性称呼）
59187,kutombwa&pussy,低俗色情,操阴部
59188,pussy&herps,低俗色情,侮辱性词汇和性病名称
59191,bitch&kichwa nusu,涉敏,英语脏话和斯瓦希里语侮辱性称呼，意为'婊子半头'，用于攻击他人。
59192,waarabu&vyuuum&makweni,涉敏,将阿拉伯人贬低为居住在洞穴的偏远地区居民
59193,matako&mbwa&mjinga,低俗色情,臀部、狗、傻瓜，组合用于侮辱他人
59194,kutombwa&pussy,低俗色情,性交和性器官的露骨描述
59196,nigga,涉敏,对黑人的种族侮辱性称呼，源自种族隔离时期
59196,kutomba,低俗色情,斯瓦希里语中意为性交，涉及露骨性内容
59196,bitch,价值观,侮辱性词汇，常用来贬低女性或进行人身攻击
59197,mlafi wa mboro,低俗色情,阴茎贪婪者
59197,mboro yangu,低俗色情,我的阴茎
59199,watoto wa umbwa,涉敏,狗的孩子，用于侮辱特定族群
59204,mlafi&wa&mboro,低俗色情,对某人的侮辱性称呼，意为贪婪的阴茎
59206,ndinga&ruti,违法,赌博和相关投注路线
59207,kutombwa,低俗色情,被操（性行为粗话）
59214,pussy,低俗色情,女性生殖器的粗俗称呼
59214,jembe&la&kutombwa,低俗色情,斯瓦希里语，意为'被操的锄头'，是一种性侮辱
59215,wajaluo&wanasumbua,涉敏,卢奥族人（贬义，指他们骚扰他人）
59217,wakikuyu&wanawake,涉敏,基库尤女性（针对该族群的侮辱性概括）
59217,wanyama&kuwa&mke,低俗色情,动物成为妻子（指兽交淫秽内容）
59218,pussy&matako,低俗色情,阴部和臀部
59220,huyu bitch,涉敏,对女性的侮辱性称呼，意为'这个婊子'
59221,mali ya pussy,低俗色情,指女性私处及其相关的财产，带有淫秽暗示
59222,niggaz,涉敏,对黑人的种族侮辱性称呼
59224,niqqa,涉敏,对黑人的侮辱性称呼（源自英语N-word变体）
59225,pussy,低俗色情,阴部（侮辱性称呼）
59226,kutombwa&pussy,低俗色情,操阴部
59229,kutombwa&pussy,低俗色情,被干的阴部
59230,mjinga,涉敏,愚蠢（贬低他人智力）
59233,mjinga&mavi,低俗色情,傻子和粪便，用于辱骂和低俗侮辱
59243,niggas,涉敏,对黑人的贬义称呼（俚语）
59243,pussy matako,低俗色情,阴部和屁股（斯瓦希里语淫秽词汇）
59246,kutombwa&pussy,低俗色情,被操的穴
59246,jembe&la&kutombwa,低俗色情,被操的锄头（性侮辱隐喻）
59247,bitch,价值观,侮辱女性的贬义词
59247,mtoto&wa&pono,未成年,儿童色情
59248,kutombwa&pussy&matako,低俗色情,被操的阴道屁股
59249,ngono&bitch,低俗色情,性爱和侮辱性称呼
59255,nigger,涉敏,对黑人的种族侮辱性称呼
59255,nigga,涉敏,黑人之间的俚语，但可能被视为种族侮辱
59255,fag,价值观,对男同性恋的侮辱性称呼
59255,retard,价值观,对智力障碍者的侮辱性称呼
59258,pussy&mufucka,低俗色情,阴部和母狗（骂人话）
59259,bitch&kichwa nusu,低俗色情,婊子和半头（侮辱性称呼）
59262,niga,涉敏,对黑人的种族侮辱性称呼
59262,punda wa pussy,低俗色情,驴的阴部，淫秽的性器官描述
59264,horny&pussy,低俗色情,性欲和性器官的粗俗表达
59265,pussy,低俗色情,对女性性器官的粗俗称呼
59266,bitch,价值观,对女性的侮辱性称呼
59267,jembe la kutombwa pussy,低俗色情,对女性的侮辱性称呼，意为被操的阴部锄头
59268,wewe&bitch,涉敏,你这个婊子（侮辱性称呼）
59271,bitch,涉敏,婊子，对女性的侮辱性称呼
59273,mjinga&bubu,价值观,傻瓜哑巴
59273,matako&mbwa,价值观,屁股狗
59276,bitch,价值观,对女性的侮辱性称呼，意为婊子
59282,wakikuyu & mafala,涉敏,对基库尤人的贬低称呼，意为'愚蠢的基库尤人'
59284,niggah,涉敏,针对黑人的种族侮辱性称呼
59284,fuck & pussy & kutombwa,低俗色情,粗俗的性交和性器官词汇
59285,bitch,涉敏,婊子（侮辱性称呼）
59292,nigga,涉敏,对黑人的种族侮辱称呼
59292,pussy,低俗色情,女性生殖器的粗俗俚语，用于色情语境
59295,ponografia,低俗色情,色情内容
59296,kutomba,低俗色情,性交
59298,kikuyus&hate&wahindi,涉敏,针对基库尤人和印度人的仇恨言论
59299,malaya&wa&kenya,涉敏,对肯尼亚人的侮辱性称呼，意为肯尼亚妓女
59301,kutomba,低俗色情,斯瓦希里语中表示性交的粗俗词汇
59302,pussy,低俗色情,阴部（女性生殖器）
59305,pussy,低俗色情,女性生殖器的粗俗俚语
59306,pussy,低俗色情,指女性生殖器的粗俗俚语
59307,punda wangu&kutombwa pussy,低俗色情,我的蠢货和被操的逼
59308,majembe la kutombwa pussy,低俗色情,被操的工具和阴部
59310,wahaya&ig shutdown,涉敏,针对瓦哈亚人及其Instagram账号的关闭威胁
59314,takataka ya kutombwa,低俗色情,被操的垃圾
59320,kutombwa&pussy&matako,低俗色情,被插的逼和屁股
59322,pussy&matako,低俗色情,阴部屁股
59323,msichana mjaluo ni gharama tupu heri mkale,涉敏,卢奥族女孩是浪费，最好去死
59324,niggas&bitch,涉敏,种族歧视和侮辱性词汇，黑鬼和婊子
59326,kuma & kitoto kidogo,低俗色情,像小孩子一样操女性生殖器（露骨性用语）
59329,kutomba,低俗色情,性交
59334,kutombana,低俗色情,性交
59336,pussy&matako&kutombwa,低俗色情,女性阴部、臀部、性交
59340,takataka&ya&kutombwa,低俗色情,垃圾被操
59342,wakamba&ukabila,涉敏,对坎巴族的贬低性称呼及其部族主义指控
59343,niggas,涉敏,对黑人的种族侮辱性称呼
59349,bitch&kichwa nusu,涉敏,对女性的侮辱性称呼，意为'愚蠢的婊子'
59352,pussy&matako,低俗色情,阴部与屁股
59352,wavulana weusi&hayapendi,涉敏,不喜欢黑人男孩（种族歧视）
59356,pussy&kutomba,低俗色情,对女性性器官的侮辱性称呼及性行为
59359,niggas,涉敏,对黑人的侮辱性称呼，意为'黑鬼'
59359,mtego wa kifo,暴力恐怖,死亡陷阱，暗示致命的暴力威胁
59361,fagot,涉敏,对男同性恋的侮辱性称呼
59362,takataka,涉敏,垃圾，此处用于贬低女性
59364,nigger,涉敏,黑鬼（对黑人的种族侮辱称呼）
59366,pussy,低俗色情,女性生殖器的俚语，用于色情或性交易语境
59369,kuma,低俗色情,女性生殖器（粗俗）
59371,chuki&kwa&wakikuyu,涉敏,对基库尤人的仇恨
59373,niggas,涉敏,对非裔美国人的种族侮辱性称呼
59375,wakikuyu&brainless,涉敏,对基库尤人的侮辱性称呼和智力贬低
59378,pussy,低俗色情,女性生殖器
59379,fala,价值观,傻瓜，用于侮辱他人
59382,fagot,涉敏,对男同性恋者的侮辱性称呼
59383,pussy&kudunga,低俗色情,指女性生殖器与性交动作的粗俗表述
59385,utakufa,暴力恐怖,你会死
59386,go&suck&a&dick,低俗色情,粗俗的性侮辱用语
59386,mjinga,涉敏,斯瓦希里语中的傻瓜，用于辱骂
59386,kingura,涉敏,斯瓦希里语中侮辱性称呼，可能指狒狒
59389,bitch&mjinga,涉敏,婊子和愚蠢的（侮辱性词汇）
59392,wazungu&warudi&kwao,涉敏,白人滚回老家
59398,muislamu&anatuangusha&wakisii,涉敏,穆斯林&让我们倒下&基西人（暗示煽动对穆斯林和基西人群体的仇恨）
59399,jembe&la&kutombwa&pussy,低俗色情,用来操pussy的荡妇
59400,pussy&matako,低俗色情,阴道和屁股
59402,wezi&wakikuyu&wembeniuleule,涉敏,称基库尤人为小偷并煽动其死亡，仇恨言论及暴力威胁
59402,wezi&wakikuyu&wembeniuleule,暴力恐怖,煽动针对特定族群的暴力死亡
59403,kitako&cha&kutombwa,低俗色情,被操的阴部
59405,kuma,低俗色情,女性生殖器（斯瓦希里语俚语）
59408,mkundu&wa&ngono,低俗色情,性交的屁股
59409,nigga,涉敏,对黑人的侮辱性称呼
59411,kutomba&mbwa,低俗色情,性交与狗的淫秽内容
59413,mjaluo&mjinga,涉敏,卢奥人&愚蠢的，对卢奥族的侮辱性称呼
59416,nigga,涉敏,对黑人的种族侮辱性称呼
59416,fuck,低俗色情,粗俗的脏话，常涉及性行为
59417,fob,涉敏,对移民的贬称（fresh off the boat）
59417,fuck you fatty,价值观,针对体型的侮辱性脏话
59418,pussy&matako&kutombwa,低俗色情,女性生殖器、臀部和性行为的相关淫秽词汇
59419,mjinga&mdogo,涉敏,愚蠢的小傻瓜，侮辱性词汇
59421,bitch,涉敏,对女性的侮辱性称呼
59423,adeportiwe&bantu&nilotes&cushites,涉敏,呼吁驱逐班图人、尼罗特人和库希特人等族群
59425,umwage&ndani,低俗色情,内射（性行为描述）
59430,maoists&magaidi,涉敏,毛主义恐怖分子（对毛主义者的歧视性标签）
59431,bitch,涉敏,婊子，侮辱性称呼
59431,wtf,低俗色情,他妈的，粗口
59432,pussy,低俗色情,女性生殖器的粗俗称呼
59432,jembe la kifalme,低俗色情,皇家锄头，粗俗暗指性器官
59436,kundu,低俗色情,kundu在斯瓦希里语中指女性生殖器，是粗俗侮辱性词汇
59437,fuuuuuck&yoouuuuu&bitch,低俗色情,粗俗辱骂，意为'去你妈的婊子'
59438,nigga,涉敏,对黑人的侮辱性称呼
59439,niggas,涉敏,对黑人的侮辱性称呼
59444,kupiga punyeto,低俗色情,自慰
59445,takataka&nyeupe,涉敏,白色垃圾，对白人的侮辱性称呼
59450,islamofascist&ngombe,宗教,对穆斯林的侮辱性称呼，比喻为牛
59451,pussy,低俗色情,女性阴部的粗俗俚语
59452,wazungu&wajinga,涉敏,白人是愚蠢的，种族侮辱性表述
59454,mlafi&wa&mboro,低俗色情,贪婪的阴茎
59457,niggas&pussy&kutombwa,涉敏,nigger是对黑人的种族侮辱，pussy指女性阴部，kutombwa在斯瓦希里语中意为性交
59460,niggas,涉敏,对黑人的种族侮辱性称呼
59460,jembe la kutombwa pussy,低俗色情,被操的婊子，对女性的性侮辱
59463,jembe&kutombwa&pussy,低俗色情,妓女被操的阴道，粗俗性侮辱
59464,takataka ya kutombwa,低俗色情,被操的垃圾，粗俗侮辱用语
59465,hutomba,低俗色情,进行性交（粗俗）
59466,takataka&kutombwa,低俗色情,被操的垃圾，露骨的性侮辱词汇
59467,nigga,涉敏,黑鬼（对黑人的侮辱性称呼）
59468,kutombwa&pussy&matako,低俗色情,被操的阴部屁股
59472,pussy,低俗色情,女性生殖器或性暗示用语
59475,ucheleweshaji&wa&kutomba,低俗色情,延迟性交（性行为相关粗俗用语）
59478,kutomba,低俗色情,性交（粗俗用语）
59479,pussy shit,低俗色情,粗俗的性相关用语
59481,majembe la kutombwa pussy matako,低俗色情,操逼的屁股（指代性行为对象）
59483,takataka ya kutombwa,低俗色情,被操的垃圾（露骨性描述）
59484,bikira&matako,低俗色情,处女和臀部的性暗示
59485,anayenyonya dick,低俗色情,吮吸阴茎
59488,pussy&yake,低俗色情,她的阴部
59489,kutombwa&pussy,低俗色情,被插的阴户
59491,kutombwa&pussy&matako,低俗色情,被操的阴部和屁股
59494,nigga,涉敏,对黑人的种族歧视称呼
59494,pussy,低俗色情,侮辱性词汇，指女性生殖器或懦弱
59496,wahindi&warudi kwao,涉敏,印度人滚回老家，种族排斥性言论
59497,nigga,涉敏,对黑人的侮辱性称呼
59501,kutombwa&pussy,低俗色情,被操的阴部，露骨性行为描述
59504,stupid&muislamu,涉敏,侮辱性称呼，意为愚蠢的穆斯林
59507,kufyatua&fuckin,暴力恐怖,开枪射击和脏话，表示暴力威胁与不雅用语
59508,kutombwa,低俗色情,被性交
59511,nigga&punda mweusi,涉敏,种族侮辱词汇，意指黑人为驴
59513,nigggs,涉敏,对黑人的种族歧视称呼
59513,pussy,低俗色情,女性生殖器，属于色情词汇
59515,takataka&kutombwa,低俗色情,性垃圾，侮辱性性暗示
59517,racistnegro&fagot,涉敏,种族歧视黑鬼和对同性恋的侮辱性称呼
59518,jembe la kutombwa pussy,低俗色情,用于性交的锄头/婊子，pussy
59519,kutombwa&pussy&matako,低俗色情,对性行为（被操）和性器官（阴道、屁股）的粗俗描述
59520,niggah,涉敏,对黑人的种族侮辱性称呼
59520,pussy,低俗色情,对女性生殖器的粗俗称呼
59522,bitch,低俗色情,婊子（侮辱性称呼）
59523,majembe la kutombwa pussy matako,低俗色情,被操的阴部屁股的廉价妓女
59525,wajaluo&malaya,涉敏,卢奥族妓女，一种种族侮辱性称呼
59528,pussy&matako&kutombwa,低俗色情,女性生殖器、臀部、插入（性行为）
59530,kutombwa&pussy,低俗色情,被性交的阴部
59531,kutombwa&pussy&matako,低俗色情,露骨描述性行为和性器官的词汇组合，意为被操的阴部和屁股
59532,smash&bwege,暴力恐怖,揍那个傻瓜
59533,pussy,低俗色情,女性私处（俚语，侮辱性）
59534,kutombwa&pussy,低俗色情,斯瓦希里语中表示性交的动词和英语中女性生殖器的俚语
59536,majembe la kutombwa&pussy&mbwa mjinga,低俗色情,被操的妓女、阴部、愚蠢的狗
59537,thots,低俗色情,荡妇
59538,yesu&ni&nyani,宗教,耶稣是猴子（对基督教信仰的侮辱性比喻）
59538,rangi&yako,涉敏,你的肤色（暗示种族差异，用于歧视性语境）
59539,bitch&kuvunjika kichwa,暴力恐怖,侮辱性称呼和暴力威胁（打碎头）
59544,kutomba,低俗色情,性交
59545,mtombaji mbaya,低俗色情,坏荡妇，对女性的侮辱性称呼
59547,niggas,涉敏,对黑人的侮辱性称呼
59548,niggas,涉敏,对黑人的侮辱性称呼
59553,pussy,低俗色情,女性生殖器（粗俗用语）
59554,kutombwa&pussy,低俗色情,被操的阴部/屄
59555,wapigwe&nyundo&kwa&kichwa,暴力恐怖,用锤子击打头部
59558,kuma,低俗色情,阴道（粗俗俚语）
59567,rig&the&poll,涉政,操纵选举
59567,countri&burn&down,暴力恐怖,国家燃烧，煽动暴力
59573,nigga,涉敏,对黑人的种族歧视称呼
59574,waarabu&hawana akili,涉敏,对阿拉伯人的侮辱性称呼，称其没有头脑
59575,kutombwa&pussy&matako,低俗色情,肏逼屁股
59576,niggas,涉敏,对黑人的种族侮辱称呼
59576,kutombwa&pussy,低俗色情,被操的阴道
59578,niggas,涉敏,对黑人的种族歧视称呼，意为'黑鬼'
59578,pussy,低俗色情,指女性阴部或用作侮辱性称呼
59581,takataka&mbwa,暴力恐怖,垃圾和狗
59583,bitch,涉敏,对女性的侮辱性称呼
59586,kutombwa&pussy&matako,低俗色情,性交、女性生殖器、屁股
59588,mashetani&wazungu,涉敏,斯瓦希里语中'白色恶魔'，对白人的侮辱性称呼
59589,kill&you,暴力恐怖,杀害你
59591,pussy&kutomba,低俗色情,女阴和性交
59593,kutomba,低俗色情,性交
59595,majembe&matako&asf,低俗色情,屁股（粗俗用语）和脏话
59596,punda&huyu&wa&kitako,涉敏,这个屁股驴子，对他人进行侮辱性称呼
59598,mtoto mdogo & piga nyuma,低俗色情,小孩&从后面打（性暗示）
59600,takataka&ya&kutombwa,低俗色情,垃圾般的性交（粗俗性行为描述）
59603,nigga,涉敏,黑鬼（对黑人的侮辱性称呼）
