index,text,hate_speech,false_info,violence,harassment,obscenity,illegal,national_security,overall_risk,disagreement
2042,"Saya pribadi bakal prefer kok muslim dengan kapabilitas, tetapi lihat kondisinya Ahok menjadi pilihan plg realistis buat kemajuan DKI",0,0,0,0,0,0,0,0,0
2043,"Yang mendukung Mas Anies bukan berarti anti Pak Ahok, begitu Pula sebaliknya",0,0,0,0,0,0,0,0,0
2044,Spanduk Tolak Salatkan Pembela Penista Agama juga Muncul di Kalibata https:\/\/t.co\/Sr1PbYtigN,1,0,0,0,0,0,0,1,0
2045,#DebatFinalPilkadaJKT Telak banget anjir ngakak!,0,0,0,0,0,0,0,0,0
2046,Ayo berlomba program jangan fitnah2 #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2047,RT @deelestari: Akhirnya nggak ngantuk lagi! Yeay! #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2048,Duh dibilang ga punya program paslon 1... kesian kesian kesian ... #debatfinalpilkadajkt,0,0,0,0,0,0,0,0,0
2049,"Tuntut Keadilan Bagi Penista Agama, Puluhan Jawara Betawi Ikuti Aksi 212 Jilid II https:\/\/t.co\/HWVuoZyYov",1,0,0,0,0,0,0,1,1
2050,Keras nih ahok #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,1
2051,Paslon 3 Anies Sandiaga Uno 15 Feb 2017 Utk Jakarta Indonesia Raya OK OCE,0,0,0,0,0,0,0,0,0
2052,Sesuai namanya: RONDE FINAL\n\n#DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2053,"Mendagri Tambah Pusing, Ketika MA Emoh Keluarkan Fatwa Status Gubernur Penista Agama https:\/\/t.co\/J34aMQiMNi",1,0,0,0,0,0,0,1,1
2054,Tolong adu program,0,0,0,0,0,0,0,0,0
2055,Genderang perang makin kencang #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2056,Mpok sylvi udah mulai emosi \ud83d\ude02\n #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2057,Some people gabisa bedain kasar sama tegas. #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2058,Beliau para pemimpin hebat Indonesia! Kita bangga https:\/\/t.co\/NAWbps9Xpt https:\/\/t.co\/5cC2U9AIEv,0,0,0,0,0,0,0,0,0
2059,@InformasiDKI mungkin bu silvy jg pengen foto sama pak ahok hihihi #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2060,#DebatFinalPilkadaJKT Mulai saling serang deh,0,0,0,0,0,0,0,0,0
2061,RT @InaKinoy: baca ini dulu lah biar mendinginkan suasana #DebatFinalPilkadaJKT https:\/\/t.co\/Em9GCKc4qe,0,0,0,0,0,0,0,0,0
2062,ayo berlomba program jgn pitnah doank.. #DebatFinalPilkadaJKT #BadjaPastimenang,0,0,0,0,0,0,0,0,0
2063,RT @qronoz: Pokoknya kalo Ahok udah ngomong: Aduuuuuuh KELAR. #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2064,Senjata makan tuan #DebatFinalPilkadaJKT #DebatFinalDKI,0,0,0,0,0,0,0,0,0
2065,Ahok kekerasan verbal? Masa koruptor dielus2 #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,1
2066,RT @qronoz: Gak ada program yang mau diserang yang diserang karakternya. AHaY! \ud83d\ude02 #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2067,Terkait Jakarta tak Ramah anak apa tanggapan Pak @aniesbaswedan https:\/\/t.co\/ufA55UWBcI,0,0,0,0,0,0,0,0,0
2068,emang OK OCE anies dan sandi dalam mengatasi urbanisasi dan lapangan kerja #DebatFinalPilkadaJKT https:\/\/t.co\/BrCeCZSkux,0,0,0,0,0,0,0,0,0
2069,Suporternya mulai kampungan paslon masih ngomong jg ...... #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,1
2070,Mulai seru ni #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2071,#DebatFinalPilkadaJKT nangis nangis ketonjok lagi,0,0,0,0,0,0,0,0,1
2072,RT @Kafyonaa: JADI DEBAT TERAKHIR NANTI MALAM PILIHANMU JATUH KE PASLON YANG MANA? #DebatFinalPilkadaJKT #Debat3PilkadaDKI,0,0,0,0,0,0,0,0,0
2073,RT @magendajuang: Wkwkwk udah dah pilih Anies Sandi aja :) #DebatFinalPilkadaJKT https:\/\/t.co\/hMXhjyHBnJ,0,0,0,0,0,0,0,0,0
2074,fitnah lebih kejam loh dari pembunuhan #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2075,mari #debatsehat. jangan coba pakai #datasesat. #DebatFinalPilkadaJKT #DebatFinalDiKompasTV,0,0,0,0,0,0,0,0,0
2076,"RT @prastow: Apapun itu, keberanian Ahok membongkar mafia anggaran menjadi tonggak penting menuju APBD yg kredibel dan akuntabel.",0,0,0,0,0,0,0,0,0
2077,RT @SydSalesman: inilah wujud nasional-is-me dagangannya @pandji ... hebat! https:\/\/t.co\/0fYIG6c2xl,0,0,0,0,0,0,0,0,1
2078,Pak dosen makin keliatan aslinya :(,0,0,0,0,0,0,0,0,0
2079,RT @gabriellaanDini: Dulu di awal kampanye bukannya uda deklarasi anti SARA??? Tadinya gw pikir no.3 lebih mending dari no.1,0,0,0,0,0,0,0,0,1
2080,#DebatFinalPilkadaJKT mateng mpok Silvy di bombardir Pak Ahok... jawaban cerdas Pak Ahok..,0,0,0,0,0,0,0,0,0
2081,#DebatFinalPilkadaJKT mohon tenang,0,0,0,0,0,0,0,0,0
2082,Yg no.1 nih ngomongin hal yg di luar program mulu ya. Ngga ada bhan ya bwt serang lawan.. Cape dehh! #DebatFinalDKI #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2083,Cinta pak Ahok pokoknya #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2084,#DebatFinalPilkadaJKT nggak cuma ibu2 yang pengen foto sama Ahok bapak2 juga lho,0,0,0,0,0,0,0,0,0
2085,Mas Agus saya akui malam ini....rambut kamu bagus! #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2086,RT @republikaonline: Ahok Janji Berani Tutup Tempat Hiburan Malam yang Jual Narkoba,0,0,0,0,0,0,0,0,1
2087,Agus-Sylvi sisipkan bahasa jawa saat debat https:\/\/t.co\/fGTfXgaINx,0,0,0,0,0,0,0,0,0
2088,"RT @hariadhi: Ahok udah perhatikan penyandang disabilitas, jauuuh sebelum kandidat lain berjanji #NobarAhokDjarot #BadjaPastiJuara",0,0,0,0,0,0,0,0,0
2089,Ahok keren!!! #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2090,Gimana ya Tim Ahok kok makin disudutkan(?) Mungkin karena ini final kali y,0,0,0,0,0,0,0,0,0
2091,Nih fakta buat yg asbun. #BadjaPastimenang #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2092,Siap-siap meme CCTV. #DebatFinalPilkadaJKT #Debat3PilkadaDKI #DebatFinalDKI,0,0,0,0,0,0,0,0,0
2093,Nyinyir tingkat nasional #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2094,Drama bgt itu :(( #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2095,Ini judulnya Debat atau nyerang paslon 2 ?????? #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2096,Lha kok menyerang gitu ya #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,1
2097,Debat sama berantem beda tipis #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2098,Orang tegas dibilang maki-maki orang -_- #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2099,1 atau 2 perempuan berbeda dengan kaum perempuan #DebatFinalPilkadaJK,0,0,0,0,0,0,0,0,1
2100,mantap OK OCE anies sandi dalam mengatasi urbanisasi dan lapangan kerja,0,0,0,0,0,0,0,0,0
2101,RT @WisnuDewobroto: Ga seru nih. selalu mengungkit masa lalu :). kekerasan Verbal semua pernah lakukan manusia biasa. #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2102,satu perempuan bukan semua perempuan #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2103,#DebatFinalPilkadaJKT Pertanyaan paslon 1 dpt dikategorikan sbg kekerasan dalam debat.,0,0,0,0,0,0,0,0,1
2104,@jokowi pak maafkan saya. Biarkan malam ini saja saya memposting ujaran kebencian. Hanya malam ini saja pak xoxo #DebatFinalPilkadaJKT,1,0,0,0,0,0,0,1,0
2105,Semoga Allah memenangkan pak Anies-sandi https:\/\/t.co\/sns0rXRw3f,0,0,0,0,0,0,0,0,0
2106,#DebatFinalPilkadaJKT non muslim coblos Ahok muslim coblos Djarot. Bagaimana?,1,0,0,0,0,0,0,1,1
2107,#DebatFinalPilkadaJKT *pemimpin harus dapat ciptakan suasana damai tentram dan bukan adu domba atau hasutan,0,0,0,0,0,0,0,0,0
2108,Saya bertanya kepada Bapak Presiden dan Kapolri OK OCE tuh apaan? #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2109,Keliatan banget keberpihakan media #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2110,RT @di_HatiKecil: Bagus nih ilustrasinya #DebatFinalPilkadaJKT https:\/\/t.co\/zAQLqrBiUF,0,0,0,0,0,0,0,0,0
2111,RT @rezaoktovian: Ahok terlalu keren :'),0,0,0,0,0,0,0,0,0
2112,isinya timeline twitter cm pilkada.. membosankan sekali..,0,0,0,0,0,0,0,0,0
2113,Mohon tenang mohon tenang #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2114,ah diulang. Jawabannya bisa beda kan? #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2115,Perasaan bukan pertanyaan itu deh yg td dijawab om @aniesbaswedan audionya ga keluar atau ia ya? #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2116,Boleh tinggal di pinggir kali meski bukan tanahnya boleh jualan di pinggir jalan,0,0,0,0,0,0,0,0,0
2117,RT @rigenz123: Sehatkan Warga DKI Melalui #JakartaBerlari Barulah Pembangunan Dapat Sejahterakan Warganya. #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2118,kalau kamu diputuskan pacar tanpa sebab mungkin program OKE OCE bisa jadi solusi nya #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2119,Melibatkan yang paham pada bidangnya untuk duduk bersama memecahkan solusi. Cara kepemimpinan yg cerdas ! #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2120,Justru laki-laki lah yang sering mengalami kekerasan verbal. Berapa kali dirimu dimarahi istrimu..? Ayo ngaku.,0,0,0,0,0,0,0,0,0
2121,RT @TirtoID: Soal gerakan-gerakan ala @aniesbaswedan #PeriksaData #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2122,Mayoritas warga Jakarta ingin dipimpin Gubernur baru. Emang iya? #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,1
2123,Paslon 1 selalu nyerang paslon 2 ni #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2124,RT @JktMajuBersama: Upaya Anies-Sandi untuk mendukung perempuan menjadi pelaku UKM :) #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2125,Salah satu indikator meningkatnya kualitas hidup warga Jkt adl terus bisa tersenyum seperti Pak Djarot malam ini,0,0,0,0,0,0,0,0,0
2126,Tontonan yg wajib ditunggu sehabis #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2127,"RT @ainouun: Pak Ahok : penyandang disabilitas bukan hanya mereka, suatu saat kita juga bisa jadi. #DebatFinalPilkadaJKT",0,0,0,0,0,0,0,0,0
2128,"RT @tribunjateng: Saat Jeda, Ahok dan Djarot Sapa Ganjar Pranowo dari Atas Panggung",0,0,0,0,0,0,0,0,0
2129,@Boojaee sayang hyung cuma pencitraan :* wkwk,0,0,0,0,0,0,0,0,0
2130,"@kurawa Msh inget sm ibu penjual kue di balaikota, cm Pak Ahok yg tau klo si ibu sakit, ibu itu langsung diurus ke rs. Ini bukan pencitraan.",0,0,0,0,0,0,0,0,0
2131,Biar jajan naik sejuta https://t.co/veZ5PXxDfr,0,0,0,0,0,0,0,0,1
2132,bio gw belum diganti astagfirullah rusak pencitraan cewe cantik,0,0,0,0,0,0,0,0,0
2133,#MataNajwaDebatJakarta Ya ampun udh closing statement msh aja commentnya ky gitu ya,0,0,0,0,0,0,0,0,0
2134,Hah uda closing statement?? Cepet bener?? #DebatFinalPilkadaJKT,0,0,0,0,0,0,0,0,0
2135,RT @digembok: #DebatFinalPilkadaJKT kali ini keren.Biasanya ada sesi tanya-jawab Kali ini ada SESI CURHAT,0,0,0,0,0,0,0,0,0
2136,Ketiga paslon gagal menjawab pertanyaan yang jawabannya harus memuji kebaikan paslon lain,0,0,0,0,0,0,0,0,0
2137,Mari berjuang bersama SBYudhoyono utk memenangkan #SaduddinDhani di #PilkadaKabBekasi2017 #BekasiSAH #BekasiBerjaya,0,0,0,0,0,0,0,0,0
2138,"Jikapun aparatur bisa dibeli, kyai dan santri oplosan dibeli. Masih ada yng ASLI, siap MELAWAN KETIDAKADILAN https://t.co/riloAH9gAd",0,0,0,0,0,0,0,0,1
2139,Pasangan mana yang unggul dalam debat kandidat Gubernur-Wagub DKI Jakarta Malam Ini?,0,0,0,0,0,0,0,0,0
2140,"Keberagaman itu datang dr hati terdalam, bukan dr pencitraan #Tetap3 #JKTBeragam",0,0,0,0,0,0,0,0,0
2141,"Membangun bangsa dan negara ini engga cukup dengan metoda pencitraan saja ,tanpa teruji lewat rekam jejak dan integritas tokohnya",0,0,0,0,0,0,0,0,0
2142,"RT @adelladellaide: Bersikap baik dan menjaga prilaku di depan umum bukan berarti pencitraan, bukan pula ""menjadi orang lain"".",0,0,0,0,0,0,0,0,0
2143,"RT @FiersaBesari: Saat jujur, ada yg curiga. Saat berbuat baik, ada yg menuduh pencitraan. Saat bahagia, ada yg iri. Abaikan.",0,0,0,0,0,0,0,0,0
2144,"Umat Islam yg peduli agama mrk, tentu tdk akan tergoda dg trik2 konyol seperti ini, InshaAllah umat Islam sdh sadar https://t.co/PFH1MPsKFO",0,0,0,0,0,0,0,0,0
2145,"#AniesIntoleran \nAnies Baswedan, tak lagi memiliki integritas dan kredibilitas sebagai seorang pemimpin. https://t.co/rv053Gt4j8",0,0,0,0,0,0,0,0,1
2146,@agusriyadi12345 Apakah perlu semua berita ahok harus menggunakan penista agama. Misalnya Penista agama sedang kampanye di Jakarta pusat.,1,0,0,0,0,0,0,1,1
2147,"@agusriyadi12345 Apakah tidak sadis, jika semua berita tentang ahok, judulnya diawali degan Terdakwa penista agama bukan menggunakan nama?",0,0,0,0,0,0,0,0,1
2148,"@Altefalken kemarin kan ada berita tentang penyakit mengingitis dari Babi, mksd gw apa nyambungnya sama ahok?",0,0,0,0,0,0,0,0,1
2149,@ISejunnie @AHMADDHANIPRAST artis korea bisa world tour ahmad dhani bisa ?,0,0,0,0,0,0,0,0,0
2150,"@HaqueMarissa ,, ahok di jakarta , daging babi di bali apa hubungan nya ya??",1,0,0,0,0,0,0,1,1
2151,"Ahmad Dhani Bangkrut Ditagih Utang Melalui Video, Mantan Istrinya Jadi Janda Kaya Raya: Hampir setahun berlalu, https://t.co/22InRwRR26",0,0,0,0,0,0,0,0,1
2152,"Ahmad Dhani Sentil AHOK, eh Sandiaga Uno cengar cengir.!: https://t.co/vhDAAa3ShI melalui @YouTube",0,0,0,0,0,0,0,0,1
2153,Hehhee.. Makanya jangan mengagumi sesorng berlebihan.. Kecuali kepada Rasulullah.. https://t.co/ZXVB2DiRMg,0,0,0,0,0,0,0,0,0
2154,#MataNajwaDebatJakarta acara uda abis menurut kalian debat sapa yang betul-betul memaparkan prog dan solusi?,0,0,0,0,0,0,0,0,0
2155,Mereka (koruptor) meletakkan kitab suci ditempat paling rendah...tapi masih sok jadi pemilik kapling surga... https://t.co/oj5YN3WBeI,1,0,0,0,0,0,0,1,1
2156,RT @99Ohhani: Woww dukungan Rakyat Palestina ke Ahok yg dituduhSbg penista Agama ?? mrk Mengelu2kan Ahok !!!Ahok is The Best https://t.co/,1,0,0,0,0,0,0,1,1
2157,Pencitraan di socmed itu boleh-boleh aja. Tapi harus bisa tanggung jawab sama citra yang udh dibikin. Jangan sampe jadi malu-maluin. Kasian.,0,0,0,0,0,0,0,0,0
2158,RT @kompascom: Kasus Kicauan Ahmad Dhani Dilimpahkan ke Polres Metro Jakarta Selatan. https://t.co/uJ0m7JernN,0,0,0,0,0,0,0,0,0
2159,RT @kv_kahfi: Komplit bgt yaaaa..... Heran nya msh aja yg percaya dan idolain dia https://t.co/PNTYRAnaJO,0,0,0,0,0,0,0,0,0
2160,RT @m0th3rb04rd__: bagaimana keadilan bisa tercipta jika si penista agama belum di vonis penjara\n #BerjamaahTolakReklamasi,1,0,0,0,0,0,0,1,1
2161,"RT @TeddyGusnaidi: Bro.. Kalau yg dimaksud Fatwa Penista agama, MUI gak pernah mengeluarkan Fatwa. https://t.co/x9uXhqJKCa",0,0,0,0,0,0,0,0,0
2162,RT @TeddyGusnaidi: Sidang hari ini makin menguatkan bahwa Ahok bukan penista agama.. Ada yang bisa bantah?? \nhttps://t.co/2Ksj4snR1t,0,0,0,0,0,0,0,0,0
2163,"Sebut Ahok Bukan Akademisi, Ahmad Dhani: Secara Intelektual, Lebih Intelek Bang Anies https://t.co/YrzfmMV1LG",0,0,0,0,0,0,0,0,0
2164,"Yg melakukan Penista Agama sesungguhnya, agama yg suci digunakan alat untuk mengejar jabatan (kekuasaan) https://t.co/hKvZIpm8ZS",1,0,0,0,0,0,0,1,0
2165,"Kalah di Pilkada Bekasi, Ahmad Dhani Jadi Juru Kampanye Pasangan Anies-Sandi https://t.co/oIZpN8hYnd #NenengYes https://t.co/FGOhKhXWxt",0,0,0,0,0,0,0,0,0
2166,#MataNajwaDebatJakarta Bravo closing statement Anies malam ini.kalau nggak ada debat saya nggak mungkin nonton mata najwa sdh lama tdk suka.,0,0,0,0,0,0,0,0,0
2167,"#MataNajwaDebatJakarta jawaban terakhir Anis jadi bikin ingat jawaban dia pas debat kemarin, ""jawaban anda menarik tapi tidak nyambung""",0,0,0,0,0,0,0,0,0
2168,"#MataNajwaDebatJakarta buzzer ahok lagi kerja keras nih,.ayo kerja2 tar gajian ga turun",0,0,0,0,0,0,0,0,0
2169,#MataNajwaDebatJakarta kerendahan hati dan lawan kerendahan hati kelihatan banget..,0,0,0,0,0,0,0,0,0
2170,#MataNajwaDebatJakarta kok gaya pak @aniesbaswedan kayak SBY ya?,0,0,0,0,0,0,0,0,0
2171,"#MataNajwaDebatJakarta kenyataannya si anis nyaman bgt dgn isu sara kok , kan nguntungin anis , pura2 sok bijak pdhl menikmati isu sara ,",0,0,0,0,0,0,0,0,1
2172,#MataNajwaDebatJakarta nyesel liat debat tidak bermutu cuma bisa mencela..,0,0,0,0,0,0,0,0,0
2173,#MataNajwaDebatJakarta.kesimpulan: Saya tdk rela punya Gub seorg Anies dan sy percaya Ahok akan menang. Salam 2 jari.,0,0,0,0,0,0,0,0,1
2174,@ibnusungeb ahoker panas dingin ahok kalah debat Sama Anis. #MataNajwaDebatJakarta,0,0,0,0,0,0,0,0,0
2175,Ada yg tahu ga backsound penutup mata najwa ini siapa musisinya dan apa judulnya? #MataNajwaDebatJakarta,0,0,0,0,0,0,0,0,0
2176,"#MataNajwaDebatJakarta p ahok apapun hanya Utk rakyat, p anies tkt dicurangi... Ngerti bedanya..",0,0,0,0,0,0,0,0,1
2177,"@MataNajwa mantapppp Mata Najwa diskusi lebih hidup dan mendidik,,, jauh berkualitas di banding debat yg selenggarakan KPU",0,0,0,0,0,0,0,0,0
2178,"@MataNajwa mbak najwa..ayo ""ketengah"" lagi sedikit..jgn terlihat ke kiri, dgn meminta terus pak anies cpt2 menyelesaikan kalimat2nya..",0,0,0,0,0,0,0,0,1
2179,"Dan soal soal ribut-ribut pribumi vs non pribumi yang ramai di beranda saya itu, sebenarnya maksudnya apa? ikut...",0,0,0,0,0,0,0,0,1
2180,"Sedih liat pak anies saat ini, tokoh yang dulu saya kagumi kenapa jadi seperti ini ;') #MataNajwaDebatJakarta",0,0,0,0,0,0,0,0,0
2181,Awal sp akhir @aniesbaswedan bisanya cm serang pribadi @basuki_btp gak ada program yg perlu dibanggakan #MataNajwaDebatJakarta,0,0,0,0,0,0,0,0,1
2182,Gimana nih om @pandji pasti ikut gedeg juga kan dengerin retorika ga ada wawasan. Tapi gimana udah terlanjur ya. #matanajwadebatjakarta,0,0,0,0,0,0,0,0,0
2183,Haduhhhh Pak Anies.. Terus pendukung anda yang didatengin ke Jakarta itu dari mana pak? Dari luar jakarta kan #MataNajwaDebatJakarta,0,0,0,0,0,0,0,0,0
2184,Haha anies pendemo2 dr jawa barat kok ga ngomen. Takut kalah ya haha #MataNajwaDebatJakarta,0,0,0,0,0,0,0,0,1
2185,#MataNajwaDebatJakarta pak uno habis 62M istrinya ga marah ya pak? Saya mo beli sepatu 300rb aja istri saya marah2 pak,0,0,0,0,0,0,0,0,0
2186,"#MataNajwaDebatJakarta jangan suka menyerang, ini bukan perang,. mengapa ingin ibadah harus menyerang orang..",0,0,0,0,0,0,0,0,0
2187,"#MataNajwaDebatJakarta Paslon 3 serang terus dengan membawa2 hal2 yg biasa menyerang, tp Paslon 2 tenang menjawabnya",0,0,0,0,0,0,0,0,0
2188,"Aahhh akuh sedih, akuh org depok ternyata ngga boleh ke jakarta pak mANIES jahattttt #MataNajwaDebatJakarta",0,0,0,0,0,0,0,0,1
2189,"#MataNajwaDebatJakarta saludd utk mata najwa, berbobot sekali perdebatan malam ini..",0,0,0,0,0,0,0,0,0
2190,Jadilah orang yang bertanggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #SidangAhok,0,0,0,0,0,0,0,0,0
2191,"Menurut Anda, apakah #SidangAhok Dugaan Penistaan Agama dgn Terdakwa @basuki_btp murni isyu Pilkada DKI Jakarta atau murni demi Islam???",0,0,0,0,0,0,0,0,1
2192,Semua kejujuran akan mendapatkan pahala dari surga. Sabar ya Pak Basuki #FreeAhok https://t.co/NlgbEcj4Jc,0,0,0,0,0,0,0,0,1
2193,"#MataNajwaDebatJakarta terima kasih telah memberikan pendidikan demokrasi pada rakyat Indonesia, khususnya Jakarta.",0,0,0,0,0,0,0,0,0
2194,jangan ada keberpihakan dalam badan hukum karena itu akan merusak demokrasi #important #MataNajwaDebatJakarta,0,0,0,0,0,0,0,0,0
2195,"Jika lo bisa menceritakan kembali kalimat2 yg dilontarkan Anies di @MataNajwa dgn bahasa lo sendiri, lo luar biasa. #MataNajwaDebatJakarta",0,0,0,0,0,0,0,0,0
2196,"kalau liat sosmed, Pak Ahok menang telak. Namun sayang, hanya kata-kata manis lah yg diserap bbrp warga kecil. #matanajwadebatjakarta",0,0,0,0,0,0,0,0,1
2197,Seharusnya mah basuki sudah bebas ya kan? #FreeAhok https://t.co/Mw3k0vYweF,0,0,0,0,0,0,0,0,0
2198,"Kenapa debat @MataNajwa ini, Ahok makin keliatan diatas angin ya. Kliatan dia sangat menguasai problem solusi tata kelola Jakarta.",0,0,0,0,0,0,0,0,0
2199,Kalau lihat Ahok itu kayak lihat power rangers merah,0,0,0,0,0,0,0,0,0
2200,Kesimpulan. Ahok spt biasa fokus detail ke program. Anies terlalu fokus menjatuhkan lawan #MataNajwaDebatJakarta,0,0,0,0,0,0,0,0,0
2201,"pertunjukan yang sangat membuat saya serius dan gak mau diganggu, selamat untuk pak @aniesbaswedan buat gagasan nya #MataNajwaDebatJakarta",0,0,0,0,0,0,0,0,0
2202,Jangan berpihak...melayani rakyat dengan sepenuh hati..Tuhan yang memberi kekuasaan.. Tuhan yang mengambil..-ahok#MataNajwaDebatJakarta,0,0,0,0,0,0,0,0,0
2203,Pak Ahok jangan blunder dong Pak..dari tadi udah bagus. Pertanyaannya komitmen menerima hasil kontestasi. #MataNajwaDebatJakarta,0,0,0,0,0,0,0,0,0
2204,Kiranya Jakarta semakin baik. Selamat berjuang buat Pak Ahok dan Pak Anies ! #MataNajwaDebatJakarta,0,0,0,0,0,0,0,0,0
2205,Masihkah Ahoker debat soal program? Jlebb.. KO kena uppercut Anies soal KJP. Pergubnya blm di rubah.. @roemahdjoeang @NetizenTofa @cepot234,0,0,0,0,0,0,0,0,0
2206,RT @alysap_: Semua penganut agama harus dapet hak yang sama - Ahok #MataNajwaDebatJakarta,0,0,0,0,0,0,0,0,0
2207,"Aku heran kenapa ilklan kampanye #AhokDjarot yg terbaru itu begitu, ini aku loh yang bingung bkn akuang,asiang, atau aming #IklanAhokJahat",1,0,0,0,0,0,0,1,0
2208,Abis nyoblos streaming video perkembangan Pilkada 2017 pake #SisaKuotaGakHangus dari @IM3Ooredoo kuota ga habis deh,0,0,0,0,0,0,0,0,0
2209,muslim sedang diuji di negara yg mayoritas Islam..semoga kita smua bisa bersabar dan menahan utk tidak berbicara kasar sbg balasan,0,0,0,0,0,0,0,0,0
2210,"RT @grcllafrn: Pak Anies, inget, apa yg kau tabur itu yang akan kau tuai nanti... jadi takut sendiri :"") #MataNajwaDebatJakarta",0,0,0,0,0,0,0,0,0
2211,RT @kompascom: Bagaimana metode penarikan sampel hitung cepat yg dilakukan Litbang Kompas dlm Pilkada DKI Jakarta 2017? Simak disini,0,0,0,0,0,0,0,0,0
2212,"mnding diem aja pak @basuki_btp semua pergerakanmu pasti disalahkan, klo wktunya menang ntar jga menang.... #IklanAhokJahat",0,0,0,0,0,0,0,0,1
2213,RT @netmediatama: Perbincangan menarik di Quick Count Pilkada 2017 bersama @irakoesno. #NETPilkada https:\/\/t.co\/odbVw4uWMr,0,0,0,0,0,0,0,0,0
2214,Bersyukur menutup kampanye hari ini dengan berdoa agar PILKADA DKI Jakarta pada 15 Februari 2017 berjalan dengan lancar,0,0,0,0,0,0,0,0,0
2215,Julia Perez Kecewa Gagal Nyoblos Pilkada DKI 2017 di TPS 15 RSCM https:\/\/t.co\/vajPLioiek,0,0,0,0,0,0,0,0,0
2216,Disediakan Ambulans untuk Pasien Mencoblos pada Pilkada DKI 2017,0,0,0,0,0,0,0,0,0
2217,RT @miekarinayam: Saya bertanya apakah saya memang tak boleh ikut Pilkada 2017? Apakah saya kehilangan hak saya yg dijamin konstitusi?,0,0,0,0,0,0,0,0,0
2218,Ya Allah! Anis dan Sandi bakal jadi Gubernur DKI Jakarta terpilih di tahun ini,0,0,0,0,0,0,0,0,0
2219,Domisili gue di Jakpus bela-belain ke TPS yg berlokasi di Jakbar dgn bermodal e-KTP buat ikutan Pilkada 2017.,0,0,0,0,0,0,0,0,1
2220,RT @netmediatama: Presiden @jokowi menggunakan hak suaranya untuk Pilkada DKI Jakarta 2017 di TPS 4 Gambir Jakarta Pusat. #NETPilkada,0,0,0,0,0,0,0,0,0
2221,"RT @boelatboelat: agree pak @basuki_btp kekuasaan itu Tuhan yang kasih, walau dijatuhkan, Tuhan akan menaikkan :) #MataNajwaDebatJakarta",0,0,0,0,0,0,0,0,0
2222,"RT @AzzamBarbarossa: Akibat Nila Setitik Rusak Susu Sebelangga, Akibat Mulut Oknum Tak terdidik Rusak Juga Persatuan Bangsa. #IklanAhokJahat",1,0,0,0,0,0,0,1,1
2223,"Mudah-mudahan Novel baswedan tidak alami kebutaan pada matanya. Kalau sampai buta, saya siap mendonorkan mata saya untuk dia.",0,0,0,0,0,0,0,0,1
2224,"Mengapa mereka melakukan ini, apakah bisa merubah keadaan bagi para pemilih nanti ? #IklanAhokJahat",0,0,0,0,0,0,0,0,1
