Tweet,Class
شو عامل فوبيا هل وزير والقائد جبران باسيل اذا بالنهار ما بينجاب سيرتوا الف مرة بيكون في شي غلط يعني هوي صح كذبك	,0
لو من تلفزيون الجديد مين بيسمع فيك انت يلعن الساعة عا هيك إعلام مفتن 	,0
انظروا الى الخبر بشان صهر الرئيس   	,0
انت مصيرك تكون بالحبس بطلت تستحى موت بغيظك انتو كل شي اسمه دولة خربتوا لعنة الله عليك 	,1
كم انت كبير 	,0
قمة فاشله دعوا اليها الفاشلين ما بتروحوا الا عالقمم بضم حرف القاف بينما الشيخ نعيم حسن بيشارك	,0
مين الأخت مقنعة أكتر من سعادة السفير	,0
هلق اكيد بدو يفل ورح تتكلف بهية الحريري ورح يطلع من اتفاق جبران باسيل	,0
خلى يعملوا حزب الله فرع هناك مو غلط بقيادة خوسيه ما رينوس 	,0
تيتا النحس ام البوتكس والشد والنفخ العمى ما بتستحي عا كبرتك وشيبتك ولك	,1
قدي بيعطيك كرمال ترد عنو بحياة حسن تقول 	,0
يلقي رئيس التيار الوطني الحر الوزير جبران باسيل حوالى الثالثة والنصف من بعد ظهر اليوم، كلمة يتطرق فيها الى آخر التطورات	,0
وشو طللع بايد الرئيس خطيتو 	,0
كلُّنا بعثيون كلُّنا أبناء القائد حافظ الأسد	,0
أظهرت انو بري ما زال ميليشياوي و جبران باسيل صدق بكامة بلطجي يا زبالة لبنان	,1
نور العين مش بحاجة ليعرف مكانو وما ماكينات اعلامية تخاض من اجل الشرخ بين المردة وحزب الله	,0
صدقا على كلامك رفيق هيدا صاحبو الجديد بدل امين قلو ياهن	,0
وانا بقترح تروح عند حكيم بيطري لأن صاير عم بتشنهق كتير 	,1
الله يسامحك يا سيد بس طلباتك أوامر	,0
شفافا ولووو وئام ابو الصرامي 	,1
اثار وصف وزير الخارجية والمغتربين في حكومة تصريف الاعمال جبران باسيل زيارة الأمير القطري «بخرق الحصار» حفيظة دول	,0
و جبران باسيل ما استنكر ، اي معن حق في خيانة	,0
وبيحكوا انو نحنا دويلة اَي انتو زعران وفلتانه	,1
شريفة انتبه لكلامك 	,0
السيد والرئيس وليش عم تشددددد دخلك كل حجمك أرنب عند معلمك بالقرداحة	,1
حركة المياومين والبلطجية بكل فروعها مع الكتبة بيتهموا جبران باسيل انو إسرائيلي	,0
بايخ وسخيف	,1
اه يا فاشل افتخر ولا يهمك لأنك انسان انتهازي حقير  تابع للسفاحين والموالين  والسفلة ولولا تكن تشبههم لما افتخرت بهم مبروكين عليك لأنه وعلى قول المثل اللي متلك روح لعندو 	,1
ما شبعت بعد لحوست سرامي ولك طلال 	,1
عمل تويت عم يسأل عن جدوى شيطنة جبران باسيل قاموا شيطنوا إلو وما خلوا إتهام وما اتهموا فيه  	,0
عم يشتغل لإبن زايد هلق مجبور 	,0
اكثر ثلاث كلمات متداولة من الاكثر للاقل باسيل جبران الوزير     	,0
غصبن عنك وعن امثالك كلام وزير خارجية لبنان جبران باسيل بيمثل السياسة الرسمية للدولة حبيت او ما حبيت مشكلتك	,0
كول هوا يا عرص	,1
مين قلك ما نأسر بيي ومين قلك ما تفجر بيتي؟ ومين قلك انه عم باخد رأيك بالأساس؟؟ كول هوا وقحط من صفحتي وبدل ما تتكامخ	,1
وئام وهاب يشتم يتيم المجد    	,0
بس يا هبيلة بس	,1
اسم الله عليك شعلت زكا	,0
جبران باسيل مسيحي خيب ظن أبناء دينه وجلدته من المسيحيين اللبنانيين بجميع طوائف المسيحيه	,0
حيوان هوي وحذبو معوّدين عالزحف والتزقيف	,1
حما الله لبنان وشعب لبنان العظيم       	,0
أكّدت أوساط الرئيس الحريري أن الأمور تتجه نحو الإنفراج بعد قبول جبران باسيل ب  حل وسط بالنسبة الى ممثل اللقاء	,0
ضيعان الفهم يا دكتور	,0
الله يطول عمرك يا معلم يا إبن معروف لأصل 	,0
دخلك إنت بتعرف معلمك بأي مجرور من مجارير الضاحية مخبى ف خراس	,1
يا ريت نصف السياسيين في لبنان بيحكوا مثل جبران باسيل	,0
ماحدا حمار غيرك وغير ملكك هل بغل يا ابن الستين صرماية جايي من ورا الابل والغنم وبدك تحكي خراس وسد تمك احسن مادعس رقبتك يلعن شرفك	,1
انا برأيي هناك فرصه الآن لنذهب بالطائفه إلى بر الأمان بوجود توافق درزي علهم يفهمون 	,0
باسيل اذا ارادت اسرائيل حفظ امنها وهذا حقها	,0
مشكلة الوطن بسوء الإنتماء، وتغليب المصالح الخاصة 	,0
هنن اعتقلو وأنتم قتلتهم في كوباني وعامودا نسيت ولا اذكرك يا طشم	,1
بن جدو الكلب شو بده يطلع منه	,1
يعني نشوب حرب ببلدك دليل على عدم وجود قيادة حكيمة في سوريا	,0
كيف بتبهدل حالك ب تلات حركات جيب جبران باسيل وعملو وزير الخارجية ويطلع يتحفنا بأفكاره دولياً مش بس محلياً	,0
اكبر جريمة ارتكبها السياسيين اللبنانيين هو اختيار ميشيل عون رئيسا للبنان	,0
خليك منتظر ليرجع جبران باسيل الله يرحم ايامك يا ميشيل عون	,0
أكد وزير الخارجية اللبناني جبران باسيل الأحد أن بلاده تخطط إقامة تبادل تجاري وخطوط نقل وغاز وسكك حديد مع العراق	,0
تضرب انت والفهم يا محترف انت مين انت لتحكي عن السومة هيك الغير احترافي واحد  متلك طشم يحكي هيك عن  كابتن بحجم انديه كبرى و للعلم السومه اكثر حدا بادر للالحتاق بالمعسكرات للمنتخب ف سدووو لبوزك	,1
صعبة يغيروا عاداتهم دغري يا ريس نطور عليهن شوي فسادهم متغلغل في نفوسهم 	,0
مع احترامي لكاتب هالقصيدة مين ما كان بالنسبة الي يلي بهمني لبنان وبيروت وشعب لبنان	,0
اذا كانت الجرعة الزائدة اعطيت له بهدف انه لا يتعذب تحت المنشار  يجب ان يعطوهم جائزة نوبل للقتل الرحيم والله اعلم يا طشم	,1
مياومو الإعلام قديش قابضة يا فاسدة لتحكي بالسيء عن الوزير جبران باسيل	,0
طبعا الكلاب معروفي مين مقصودة 	,0
قبل أن يصل جبران باسيل إلى الخارجية كنت أتمنى وصول وزير ديناميكي شجاع قادر على الدفاع عن الثوابت الكيانية	,0
فخامة الخروف حوله حسن زميره خروف مثل ما عمل منك جاموس كلكم فى زريبة حسن زميره 	,1
ما لفتني إلا موضوع انو لازم تكون لائقة عشان واجهة لبنان  ولك يا طشم عم ينضرب فينا المثل بالزبالة والفساد أيا لائقة لمبي آه يا هبيلي	,1
جبران باسيل اخطأت اعترف بالخطأ وتراجع عنو	,0
تضرب منك لحزب اللات عمللء ياطشم	,1
يا بغل العلم الي حضرتك حاطه هو علم تركيا يا طشم يعني مابعرف غبائك العجيب وراثة ام اجتهاد شخصي بس ترى يلبقلك علم تركيا لان علم الحمير على حساب مستجحش	,1
في كتير عالم يا خيي ما بتعرف أو ما بدها تعرف حقيقة فكر جبران باسيل	,0
انت بتموت بتبسيط السياسة والمجتمع لكم كلمة مالهن علاقة	,0
صهيوني براسك يا صرماية 	,1
معق حق جبران باسيل من وين إلو الحق يحط خطة كهربا من وين إلو الحق ينقب عن النفط	,0
التشكيك بصدق باسيل التشكيك بصدق السيد	,0
ليك يا اهبل احكي ععدد الشعر يللي براسك يا اقرع النحس عاملكم عقدة اللواء يا طشم	,1
لا والله يلعنك ويلعن تركيا و روسيا و ايران يا ارقى انواع الطشم و هل بعد العلوي طشم يلعنك محتل	,1
اشترى جبران خمس عشرة بقرة زرع عشر وترك الباقي يلعبون في الثلاجة فماهي كمية الزيت الموجودة في البيض	,0
ليك سؤال كيف بيقدر جبران باسيل بموقعه كوزير خارجية ما بيمضي عهالمرسوم يوقف هالناجحين	,0
اضحكني لك اصحى يا طشم بجوز كلكم تسقطوا ههههه لعنكم الله انتو والملالي	,1
بيطلعلك تنتقد الشعب السوري يا جربان إنتوا أنجس قوم يا أبناء ابوجهل وابولهب رائحتكم نتنة مثل آرائكم يا جهلة	,1
يعلن معهد جبران باسيل للعلوم المالية عن بدء دورات مالية اختصاص إدارة الدولة من دون ميزانية الوظيفة مؤمنة	,0
ابوجهل عم الرسول يا حمااااااار يا مثقف يقطع عمرك روح إلغي صفحتك ولاعاد تشهنق يا بهيم لاني فعلا هزلت	,1
 يرحم جدك كان يغرد ع السجرة	,0
انظروا الى الخبر بشان صهر الرئيس   	,0
يا زلمة كلهن هيك بالسعودية طشم	,1
سؤال مفخخ أغلبية التويتريون لا يحبون ولا يطيقون جبران باسيل	,0
سكر نيعك يا حقير يا عميل رخيص يا طبل 	,1
اية ألله العظمى جبران باسيل قدس الله سره ذكر أن امير قطر تخطاء الحصار	,0
شكراً قطر و أهلاً و سهلاً بأميرها الشيخ تميم بن حمد آل ثاني حفظه الله رغم انفك أيها التافه من انت	,1
كل واحد لا توئيده بدك اتحطوا بالسجن اذا الكل يتبعوا هذا السلوك لا يبقى احد بلبنان خارج السجن 	,0
هذه الترجمة كاملة للمقطع تاني مرة تعلمي اصول المهنة والتحقق	,0
سعودي عالنوم يا طشم بيكفي هبل لليوم ما بدك تخلي شي لبكرا	,1
كول هوا يا حمار اليوم	,1
عقبال مانكسر راسك يابهيمه	,1
هههه فشرت برقبتك لأنك غيران وهبيلة ههه زحّط روح انقبر اقراهن بالأول يا بسين	,1
اقسم بالله ما حدا بدو حكيم نفسي الا انت مش طبيعي والله العظيم 	,0
وئام وهاب والله لو وجدت من هو أقذر منك أو أسفل أو أكثر انحطاطا لدفنت نفسك أنت عنوان للرذيلة والدياثة 	,1
ع فكرة مو بس المثقفين العرب حمير في مثقفين اجانب بيوزنوا الف مثقف عربي بالتياسة	,1
والله يا أخي البلد ما بقي منو غير العظم الله يرحم ايام السنيوره طلع اشطر الشيخ 	,0
وطننا يحتاج إلى شعب جديد 	,0
شو أشبو سعيد ميرزا يا فهيم ، ما كنت انت وغيرك بدكن رضاه	,0
لا يا دحوم لييييييش البلوك حرام عليك	,0
ما بقى تقول له بك ، أن زمن البكاويي دفن وأنتهى وأصبحت عظامه مكاحل 	,0
قد ما تملقت حنجيبك العقاب لوهاب وهاب قاتل ابو دياب 	,0
هؤلاء إلى مزبلة التاريخ 	,0
هي تركيا العاهرة ذات الشعب القذر والقومية القذرة ويلي عملتو منها انتو الاخونجية كعبة للمسلمين اللهم دمر تركيا ارضا وشعبا	,1
صح بشار ابن كلب بس قليل اللي عم يعملوا بالسوريين شعب عرص منافق بلا ضمير بيكون لاجئ بيصير بده يتطاول عللي مستضيفه	,1
هذول اكراد من جماعة معروفة اسنيورت كلهم اكراد عنصريين	,0
يخرب بيتك ما ابشعك 	,1
كذاب بنص عيونك لعنك الله يا كاذب تكذب وتنافق كي تدافع عن اسيادك الاتًراك المجرمين تف عليك وعلى الاتًراك الارهابين	,1
وااله اللي ختشوا ماتو حاج بقى قرفنا كتير واللعبة مكشوفة العقاب لوهاب وهاب قاتل ابو دياب 	,0
من كان منكم بلا خطيئة فليدعم الشعب السوري	,0
إلى شركائنا في الوطن من المرده إلى حركة أمل إلى القوات إلى الكتائب إلى الاشتراكي إلى فلنتفق على نقطة عدونا الموحد	,0
هو من حزب الحق والعقل يا بهيمه الاخوان	,1
بسكوت وراحة سموها هيك بس بلواقع هني قصدن خراس و ريحنا	,1
ما يصير تقول عن البنت ناقصه عقل وانت لاحقها من شارع لشارع يا بهيمه 	,1
جوليت چوليت يا بني ادم برأس بهيمة	,1
لكن حضر حالك يا قمر     	,0
لن ارد عليك يا ابن المتعه يا لطام النعال ليس لاني اكرهك واكره دينك  فقط انا احتقركم	,1
شكرآ قطر واهلآ وسهلآ بأميرها رغم انفك وانف من يعارض واذا هاي القمة ماكان عندا ولا إنجاز بكفي انجاز	,0
روح كول هوا واتمرقد	,1
السومه تاج راسك ي كلب	,1
السومه كلب بشار وبشار كلب ايران	,1
لقد كان عاماً مليئاً بال يلعن روحك يا حافظ	,1
شو عم تاكل كتير شاورما من عند معلمك 	,0
ولك ياجحش انتوا من اايوم الاول مطرودين ليش تبكي تبكي امك عليك بجاه ربي يلعن روحك ياحافظ على الخرا لي خلفتوا	,1
كول هوا انت الثاني	,1
كل المباريات خارج مجلس الخدمة المدنية معرّضة ان تخضع للمحسوبيات والواسطة ونقطة عالسطر 	,0
بينحب الوزير ملحم رياشي بس ليش الوزير جبران باسيل بدو يكون عطول الحاضر الغايب	,0
تكرمي بنت العم ؛المهم بالموضوع انو البراظيل ما رح تفوز بالكأس و سوف نرى	,0
ويطولنا بعمرك شيخ الجبل 	,0
لا مسؤولي عن الاعاقة الفكرية لأمثال معاليك يا بيك   	,0
عالحق ما حقها شي   تحياتي 	,0
في فئة من الناس لما تحكي بالسياسة، اي رئيس مو مهم مجرم قاتل مختلس نصاب فاسد المهم انو مؤيد للقضية الفلسطينية ولو بالكلام	,0
جبران باسيل لا يمثلني يمثل نفسه والعيلة وحزب اللَّات الارهابي	,1
هدول مستعدين يقتلوا الناس هيك شروي غروي لازم نقتلون كلن	,1
طيب كول هوا اذا بدك تقلل ادب يلا انقلع ظحط	,1
والبري من اين له هذا مافبديكم لالو 	,0
مش معروف شو بدو  شو عدا ما بدا      	,0
فراس الخطيب كلب خاين لدماء الشهداء	,1
اللي استقبلوك أتفه منك يا اخونجي ياخائن	,1
عوى شي جديد	,0
حذف تغريدته لانه كلب من كلاب الترك شركسي الاصل او يوناني	,1
كول خرا	,1
ليس لوزير الخارجية جبران باسيل الحق بدعوة الجامعة العربية لاعادة نظام الأسد اليها بل هذا موقف تتخذه الحكومة اللبنانية	,0
مسكين مصدق روحك وأهل لبنان ردو عليك وإيران وروسيا إيش دورهم في سوريا وأنت اكبر داااعم للإرهاب يالمنافق 	,1
الله حيهم بني معروف 	,0
جورج روق قاصي مرتشي كلب مثلك رح نشوف قديش جورج رزق بدو يبقي قاصي فاسد أنت يا شركسي مش مطول ولا عيلتك في الله	,1
نحن اللبنانين ما بدنا يسلمو سلاح للدولة لان شايفين كتير منيح الدولة شو عم تعمل بالشعب روح كول هوا و نام احسن	,1
كول هوا يابو هلاله 	,1
وئام وهاب تتذمر من زياره الكلب وانت ذيل له ماهنا فرق بينكم كلكم خونه وماضيك لايشرف 	,1
انت القدوه ابو هادي 	,0
يا فهمان يا مقاوم حرر القدس وشو بدك بل الخزعبلات حرر بلادك وشو بدك بغيرك ونحنا معك إنسى السنة والشيعة ساند حماس وفتح ولا فتح خزعبلات كمان ونقطة ع السطر	,0
انت كلب واطي بل أخلاق مجرم توأم بشار ألأسد كلب منحط غير درزي شركسي أرحل قبل أن نرحلك الي جهنم يا وليد حزا	,1
ما حدا بمثلني غير الشيخ نعيم حسن واقتضى التوضيح 	,0
راك شركسي يا كلب و فوقها قاعد تعطي في رايك يا تركي حقير	,1
عن اي عرب تتكلم روح يا شيخ الله يهديك المهم الجيبة مليانة والمعدة مفولة والدماغ طاير 	,0
ارمني يوناني يحمل جنسية المانية من مواليد سوريا يعني ابوه كان لاجئ كلب ابن شحاطة بسوريا كاتب على واجهة شركته الخاصة يجب ان ترحل ميركل لك ياحيف على الفول والحمص اللي اكلته بببلدنا يا ابن الصرماية	,1
مصاري مافيش لو بتفقع الف مالح تاخد 	,0
كلكم خروات يا حكام العرب ومخابراتهم وبيجوا اولاد الكلب بقولولك يعني شو البديل يجو الاخوان والقاعدة لو يجو ويدبحوكن واحد واحد بسكينة مصدية قليل عليكون	,1
عاملك عقده الله يعينك 	,0
إجراءات إنه يفشل وتطلع بريطانيا بدون صفقة يعني	,0
بعده هالبغل عايش 	,1
ارمني كلب حقو فرنكين مرتزقة و حثالة بهدلتو و مسحت فيه الأراضي و ما جاوب	,1
اصلا كل البنات جاهلات	,1
حاج تحلم يا نبباح بشار انتهى الى غير رجعة 	,1
ما حدا بموت و إلو عند التاني شي يا قائد العين بالعين والسن بالسن والبادي أظلم انشالله بكرا بذوب الثلج وببان المرج 	,0
هو ماهو بالاساس كلب ارمني لاجيئ	,1
كنك شان حمله على قطر شكلك عايز مصاري من السفير السعودي سعادة السفير مش هيعبرك 	,0
خدوه وبيطلعلكن معو أمير المقعد الشاغر طلال ببلاش 	,0
بصراحه معنا حق اسألت البنات بنص الماتش مستفزي و غبية	,1
طلع كلب تفووووو على السومه  والله كنت بحبو بس للأسف طلع خاين لبلدة واهله وناسه	,1
قصدك قصر المتاجرين الجدد 	,0
لو في دولة بتحترم حالها كما قلت 	,0
شي بيعوض عن شي الانجقام ببريطانيا ارحم من الانجقام بسوريا	,0
شو ما كان وبدك كبسون تكرم يا محترم 	,0
كول هوا مرة تانيي وحلوا عن طيزو وطيزنا ومقلعين شوكنا باءيدينا ملا صرماية	,1
يا لطيف شو هالهضامة عم تشرشر هههههه 	,0
وزير الخارجية اللبناني جبران باسيل شكر أمير قطر وقال إن وصوله إلى بيروت مبادرة لكسر الحصار عن القمة العربية الاقتصادية	,0
ساكطة السواكط نازلة هبد بالشوايا على صفحتها الفيسبوتشية و صار لازم ترد عليها بحزم كليلن فكط لا غير يا قالي	,1
انا برأيي تسد نيعك وما تتفلسف كلهم فاسدين، انا بوافق بس تبييض وتطبيل من المتخلفين الكل… 	,1
خليك ع لكل كلمة بيحكيا الزعيم الكبير الكبير وليد بيك جنبلاط قالها منذ يومين صبرنا طويل جدا 	,0
عندنا مثل يقول البيض الفاسد يدردب على بعضه 	,0
مياومو الإعلام وشائعاتكم ما رح تغبروا عل صرماية الوزير الملك جبران باسيل يلي بتشرف إعلامكم وأصحاب محطاتكم المأجورين	,1
ياخي انا بكره البنات كره العمي	,1
اودع مليار عشان حزب الشيطان بلبنان يمر بمرحله صعبة بعد ما توقف الدعم الايران اثر الحصار عليها	,1
ضب حالك افضل ماتحكي بشغلي مابتفهم فيا شكور ربك بعد في عرب بيوقفوا حد بعض وقطر تاج راسك وراس الكل      	,0
خسئت لبنان وكل الدول اللتي تدعم نظام الفسد لعنة الله عليهم	,1
بكره كل البنات نفس الريحه	,1
سارقا من عند اومك مش شايف قديش بتشبها هيدي كانت تقعدك عليها لما تعزب يا نوتي ونسيت قلك كول هوا	,1
دويلة قطر بحق دولة مارقة فاسدة سيئة السمعة 	,1
ما خبرونا كلاب تبع قافلة ام تي في بيعووا بالعربي او الفرنسي	,1
ايوا فضحو حالكن يا كلاب سعودية واحد ورا واحد اعلام سعودي قاطعوا ام تي في	,1
وأخيرا اعترفتي ليش جبران باسيل مكروه عند البعض 	,0
بيكفيكن عهر وكذب وتلفيق أخبار بحق جبران باسيل جماعة بلا اخلاق بلا شرف بلا كرامة	,1
كلنا معك ويكون عمرك طويل 	,0
قناة ال ام تي في بتسوى صرماية هية واصحابها والي داعمينها السعودية وبيت الحريري اشرف منكم يا كلاب	,1
قديشك واطي يا مارسيل السيد نصر الله مش بس بي الشيعة هو بي كل لبنان وكل حر عندو كرامة بهالدني واكيد انت ما عندك ياها ولك تفيييي صار الوقت	,1
توني لازم قال جبران باسيل انه اذا احترمت إسرائيل أمننا بلبنان فنحترم امنها	,0
هوا عليك وعلى كل الالوان نحنا عنا لون واحد برتقالي غصبا عنك يا ابن الكلب	,1
أما وزير الخارجية جبران باسيل فكان له جهد حثيث وكبير في التوصل الى صيغة عربية مشتركة تدعو المجتمع الدولي الى تحمل مسؤولياته	,0
فيق على حالك و إنتبه ما تقول شكراً قطر بعد عدة أشهرمن شهرين كنت عم بتسب إرسلان 	,0
انت حمار باللغة العربية 	,1
مبروك عليك ومقاومة عن مقاومة بتفرق وبخصوص التسجيل معك حق بدنا توضيح و يا ريت ينفتح تحقيق 	,0
كل ما تنزل تغريده بتكون حتجن يا هبيلة 	,1
زين العمر لهذا احب جبران باسيل	,0
جبران باسيل للمرّة الثانية على التوالي يقر بحق اسرائيل بالوجود والأمان	,0
خراس ما الك علاقة	,1
ما انتو بحد ذاتكم الباطل عن اي حق عم تحكي يا جلبوط 	,1
دولة ما زالت قائمة على القانون العثماني عاجزة عن محاسبة عماد العثماني 	,0
كلب ابن كلب من كلاب ام تي في	,1
ع نات شادي مع جبران باسيل شكرا قطر	,0
يا كلاب يا ام تي في جيبو سيرت فلسطين انتم الصهاينة عملاء	,1
وممكن تطويل لسانك على من ينهب الدولة	,0
اكبر متخلف عرفتو الدولة اللبنانية انت هيك عم تحرق دين العيش المشترك يا عنصري ولك اني كنت ايد الرئيس	,1
شو خص جبران باسيل ما فهمنا  	,0
ومبسوط فيها ابن الحرام متل بعض السياسيين الي عنا بتنشر عرضو بقلك الدنيه عم تشتي 	,1
لو بتحييد كنت بترتاح وبترييح	,0
الملك جبران باسيل بوزع شرف و صدق و أخلاق ع كل اللي متلك	,0
روح جيب كهرباء وبلا هل شعارات الوهمية يلي قوم شتغل يا صبي	,0
ما في حق بيضيع وخاصة حق المظلوم الله يحميك يا كبير 	,0
مش جايين نسجل نقاط على بعض	,0
جبران باسيل يأسف لغياب ليبيا عن القمة الاقتصادية ويتحدث عن عودة سوريا إلى الحضن العربي	,0
يلي عنده جبران باسيل وبي الكل ما بيلحق ع إنجازات	,0
ما حد طلب شهادتك يا لوح 	,1
كلام مزبوط مليون بالمية وليد جنمبلاط انت عليك بعبيدك اما نحن الاحرار ما الك هلاقة فينا 	,0
خدو هالتغريده وروحوا نامو انتزعة السهرة الهارب من العدالة بيحي وزير العدل خبصها مبارح هاجم العدل والعدالة والداخلية	,0
شيخ عقل في دويلة حزب الله وليس في دولة لبنان 	,0
وائاب وهاب وجريدة الاخبار وصرماية عماد عثمان بتمكم يا فاسدين يا منافقين لك انت ونظام وايرانك على اجرة عثمان 	,1
خود تصبح هيدا شكلو كل ما يسمعك عم تحكي عليه   	,0
مو مشكلة رفيق رفع الروح المعنوية و حشد الطاقات فرض عين على كل مواطن	,0
كرمال هيك الممثلين الحقيقيين لم يأتوا فكر فيها   	,0
فبركت الكذبة وصدقت حالك مفكر الناس مصدقتك العقاب لوهاب وهاب قاتل ابو دياب 	,0
عم بحكي عنك انت يا خرا	,1
اعتقد ان مارسيل غانم هو واحد حيوان	,1
مارسيل غانم عبارة عن كلب عوائه ونباحه فارغ	,1
جبران باسيل الوزير الملك   	,0
كن عزيزاً وإياك أن تنحني مهما كان الأمر ضرورياً فربما لا تأتيك الفرصة كي ترفع رأسك مرة أخرى عمر المختار 	,0
مارسيل غانم انت واحد كلب حقير مرتشي لاذمة ولا ضمير	,1
ليسوا  كل أبناء المتعة الخنزيرية من النصيرية أو المجوس أو الشيعة بل هناك من بقية الأديان أيضا	,1
وبشر الصابرين بالفرج 	,0
ليش بعد في مؤسسات دولة معالي الوزير بدك شعب ليكون عنده دولة والردود عليك بهيدي الطريقة	,0
طز فيك وببرنامجك يا مارسيل غانم كلب سعودي تفه لك لو حدا عم بهاجم السعودية متل ما هاجم ضيفك روؤساء لبنان لكنت طردته من الاستديو بس كلب متلك سعودي بتاخد كلامه بابتسامة ولا كأنه حكا شي تفه	,1
آخر فضيحة	,0
ولك إنت مين يا حشرة لحتى تشبه حالك للعملاق مارسيل غانم	,1
جبران باسيل من الملتقى الاقتصادي العالمي في دافوس ينصح لندن و واشنطن	,0
جبران باسيل وزير الخارجية اللبناني اسلوب وقح في خطاباته الان تاكدت لماذا لبنان بلد تعج بالزبالة	,0
سبحان العاطي وقتها ما كان معو حق قشاط جبران باسيل	,0
شيعة بعلبك و الجنوب بيشتغلو بشركات و فنادق في قطر لأنون قرفانين لبنان يلا قررربت	,0
شو النفع في آلاف الفلترات والتطبيقات لتجميل شكل الانسان وولا تطبيق لتجميل نفسيتو	,0
منتمنى عالفرق تعطي كم ماتش للسلام زغرتا لأن وضعن مخطر بالهبوط عالدرجة التانية مع الراسينغ	,0
نحتاج الى مسؤولين جدد لادارة الوطن 	,0
شحاد بكرافاتة يلعن روحك ع روح ملكك ع روح الأسد	,1
اذا العونية السياسية طفت قلبكن جاي الباسيلية السياسية تفلجكن و تخلص عليكن كابوسكن صبح وضهر و عشية جبران باسيل	,0
قذر مقرف حقير سافلة أقل مايقال عم مارسيل غانم	,1
مارسيل غانم انتحر إعلامياً للتو ظهر عن طريق الخطأ بالبث المباشر على فايسبوك في غفلة منه وبتوقيت قاتل ركز على آخر المقطع هذا ديدن اللبنانيين اللسان عسل و القلب قذر 	,1
مارسيل غانم سد نيعك	,1
اين مهنيتك يا أصلع يا عبد المال شكرا لحقدك المدفون تفه على مارسال غانم	,1
اذا ارادت اسرائيل حفظ امنها وهذا حقها	,0
كلاب جبران 	,1
تعو نفكر ليش الشيعة يلي آكلين البيضة والتقشيرة والدجاجة بالبلد بضلن مزعوجين من جبران باسيل	,0
تبقى الخراف كل عمرها خائفه من الذئاب علما بأن الخوف الحقيقي هو الراعي	,0
جبران باسيل ضربة عالحافر ضربة عالمسمار ساعة مع المقاومة ساعة مع امن إسرائيل ساعة ما في مشكل ايديولوجي مع العدو	,0
عفكرة اذا حطينا تنين جبران باسيل فوق بعضهن بيطلعو واحد تميم بن حمد	,0
مزرعه وكل واحد فاتح عا حسابو 	,0
أنا كمان وتونس عظيمة	,0
والله مافي اهبل منك 	,1
يا ريت حركة أمل وبري بردوا عا كلاب المستقبل أمثال القرد علوش وغيره اد ربع ربع ما بردوا عا جميل السيد	,1
قد ما هل العهد قوي فخامتو ميشال عون و صهرو اللي داعمو جبران باسيل اخذوا قرار ينهوا العهد بلا حكومة	,0
سحسوح ع رقبتك انتي ومعلمينك أوباش	,1
حبيب فياض اعترف بمقابلة تلبفزيونبة بانو زعران حركة امل كلاب بيعضوا	,1
كول هوا انت وياه يا واطي عرصات من بلادي	,1
وهابو كلمتين بيناتنا ما حدا سامع ولا شايف من بعد ما ضحكك تاج راسك سعد الحريري كم لبناني عم يضحك عليك      	,0
الكردي بسوريا ما كان يسترجي يحكي كردي قدام العالم والقبطي بمصر كنيسته بتنهد فوق راسه بس أنو قمع هاد مافي قمع	,0
كول هوا العمى شو انك حمار	,1
جبران باسيل حطرني لك ليش يا حيوان	,1
لقد بنى في الصحراء مدينة رائعة هي دبي ونحن حولنا وطناً رائعاً إلى صحراء بفضل عصابتنا الحاكمة 	,0
روح لطوم راسك بالحيط و عيط ما شفت اوسخ من كلاب حركة امل من كبير العيلة و نزول	,1
تعا لدق راسي فيك يا حيط و بالنسبة للكلاب العونية احلى كلاب ع المزابل	,1
ويكيليكس كشفت قديش جبران باسيل والعماد عون طلعو اوفياء للمقاومة مش متل غيرن بس هيك	,0
وهاب لا يحارب الفساد وهاب يحارب الاشخاص الشرفاء وهو مدفوع لذلك همه الوحيد الهجوم عالرئيس سعد	,0
فشرت يا كلب نحنا يلي داعسينكن من  وقت مدعسنا الفطيسة بشير	,1
نحتاج الى مسؤولين جدد يعملو على اعادة الوطن الى الاحلى 	,0
هول هني ذاتن كانو كلاب الفلسطينية ضد حركة امل	,1
والامامو علي انه كلاب اربتعش آذار ما بدن الى شباب حركة أمل	,1
انت لا مرحبا بك بلبنان يا وهاب الصرمايه 	,1
مؤمنون بلا حدود طلعت بالآخر ليتها الحدود	,0
والله يا استاذ وئام بعتقد انو الشعب صار بدو تغيير لانو غاشي و ماشي 	,0
طال عمرك يا قائد يا جبار 	,0
السياسة هي ملجأ الكاتب الفاشل ميشيل عفلق	,0
معقول أحمد ياسين عم يشتغل مستشار اعلامي لمعالي وزير الخارجية جبران باسيل	,0
كلاب حركة أمل فلتانين ع السوريين	,1
يا عمي روح كب حالك بأرب زباله يا زباله ريحتك طلعت يا معفن	,1
الله أعلم شو في دماء ب رقبتك أنت يا وهاب الكلب العقاب لوهاب وهاب قاتل ابو دياب 	,1
جبران باسيل أدان الانتهاكات الإسرائيلية المستمرة يومياً وهذا واجبه، ليس منة ولا موقفاً مقاوماً 	,0
ههههههههههه من يقول هذا جبران باسيل المسيحيين يريدون تطبيعاً من فوق الطاولة	,0
الاوغاد تبع تويتر قفلولي حسابي امبارح قال هالتويتة الموجهة لبغل الممانعة شافوها ما هذا الهراء	,1
كول هوا يزم	,1
