text,toxic
 : يا ابن ألاعيبه يا أبو صلاح 👏🏾👏🏾,0
  نيجيريا 🤣🤣🤣🤣🤣🤣🤣. المشكلة النيجيري ب فريقك يا فقراوي🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 اسياد اسيا حنا يا تعبان يا ابو 3 صيح صيح صياحك طرب 🤣,1
ايييه هيك حلم جبران باسيل بدو يعمل هيك,0
" _313: نانسي السبع 
طلعت اوسخ من بقية المذيعين ع شباب الحزب

مدري مقهوره او مفزوره 
المهم عم تنط سم كانت مستنفره �� ://.…",1
@User.IDX قناه مفلسه ومفضوحه بكذبها العفن ومخزي جدا الجزيره الى مزبله التاريخ ,1
@User.IDX @User.IDX شكل الدوره تو باديه معها . خل تطهر وتستخدم اولوز بأجنحه وبعدين نتفاهم في التطبيع و السياسه . لكل طفل لابس حفايض لا يستعجل عمره ويتدخل في السياسه. ,1
طفله شايخه توانسه مره تطلع بطلعه لعموم ماحوضه صغيره تكذب صغار كلبتها ماتنجمش تعيش خلي جات صغار وخلاتهم راهي هبلت,0
حاجة ٱش يهمك زبي نجيبها فلوس الحرقة تعرف دين زبي لمدتهم الفلوس وهارب لبلاد الكفار نلقاش حوايج مالقيتهاش بلاد قحبة تعطي ينيكو مرة رئيس حكومة جديد هربت لبلاد الكفار بلاد الزوالي مايعيشش,1
يقر ميقرش تعدو القرآن لطف ياربي الواحد يعمل الخير شوف ينجح شوف بالك خالفو الشرع تلهاو حاجات اخري احسن نسمعو بغريبة قتل إغتصاب تحيل ربي يقدر الخير محجتيش الورث ربي يخلينا يسترنا قالو مساوة الارث,0
36362914  انت اكتر واحد لازم تتشكرو لهل انسان يا صديق ! اقلها رجع سوريا لاهلها بعد ما كانت رح تصير مقر لداعش واتباعو �,0
@User.IDX الامارات نفت هذا الشيء لكن الكذب لديكم صفة ,1
ويرحم والدين ضربها نحبش الشماته العنف تستاهل كفوف العاقبه للعين لخري,0
يا عمال العالم يا اصحاب اليد العليا بقلم سارة السهيل ,0
 الطرقات بدها تفتح غص من عن لي خلفك يا بنت الجزمة,1
شو رأيك تاخد نفس الوفد وتروح على فنزويلا، وسلامي الى الرفيق مادوروفيك تطرئلك شي بي…,0
@User.IDX الخنزيره تقتل القتيل وتمشي في جنازته عمومن لن ننسى مااحل بكثير من الدول العربيه من قتل وتشريد وخراب وانشاء الله نهايتكم قربت ,1
قبيحة متربية بالضبط مشومك صنعتي نشوفك غيري,0
اخص يا اكسو يا مشاهير انتم ,0
انت حاجه جميله... يا خلاثى يا نااس ع العثل ربنا يخليكى لاهلك وناسك و افرح بيكى قريب ♥,0
 عم تتضامنوا مع زملاءكم اللي عم يتعرضوا للإهانات من ابطال الثورة؟ شوفوا مراسلي ال  شو عم يصير معهم.… ://./6,0
" : جالس أسمع أحمد قاسم يغني: ""أحبك من كل قلبي يا بلادي يا يمن"". حتى أنا والله أحب اليمن من كل قلبي أحب بلادي من طرفها لطرفها ""ب…",0
 انت راسك بدو تكسبر يا محرضة انت خرسي وخليكي بقرفك ببيروت ديما صادق اوسخ عالم,1
 4 ما اخبث من باسيل الا الجراح ياعمي شكلو لص,0
حتى لو اجتمع جبران باسيل ب نتنياهو حزب الله سيصمت ف الحزب لا يستطيع ازعاج باسيل لانه بحاجة لغطاء مسيحي يشرع…,0
ما سمعنا جعاركم مبارح على القصف الإسرائيلي يلي اغتصب سماء سوريا ، نباح و عويل جيش ابو شحاطة وصل لقبرص,0
رأيي شمس متربي صوتو روعة يحسن شوي طريقة تصرفاتو كلامو يولي مثالي العبدلي ناجح الدومان تاعو جلطام قليل حيا لسانو طويل الزوز ناجحين حياتهم المهنية تاعبين شوي تصرفاتهم وأفعالهم,0
يا نُور القمر .. يا ضحكه اللّيل الحُلوه .,0
15  ما حدن عم يهجم عالمقاومة يا اخي. انا من الاشرفية حبيب قلبي انت. الهجوم عالفساد وعالجميع… ://./89,0
 :   و انت وجه لبنان الحلو .❤��,0
يا ابن اللقيط ابن ال سلول القذر انت ومعلمك الخنزير ابن سلمان المنشار المتعامل مع اليهو…,0
 61921466:  خلص بقى اوقفوا تحريضكم يا خبيثة يا وسخة وتحسين ما لح يشوف الحكومة العمى شو صاير معكن ما هذا التغيير ومن دف…,1
 ما انت مشبوهة يا يمنى، يعني عم بتاكدي الموضوع,1
نبيه بري واحد كذاب لعوب ماسوني عّم يلعب فينا منذ ان سلمناه فكرتها انسان شريف بلنهاية طلع ماسوني عميل و…,1
تونس شعب ريخيس والف الذل حاشى رجال بارود الاغلبية رخيس عايش الكلب,1
669  حشرات سوريا الخونة غدا ناظره قريب,0
  الله يبارك حجة ديما ماشالله ماشالله نفس الطينة,0
نصف انسان خير تجيش حيوان عايش بافكار ناس دين مله المبادئ تدافع جلال بريك امثالكم جابينها تصلحو حطب لجهنم برا اتوضى صلي ركعتين تعرف غالط طول نسبك,1
وانا بقترح تروح عند حكيم بيطري لان الظاهر انك موجوع كتير,1
ياماكان قديم الزمان الحياة والغد ملايين السنين الحل والغد علمنا ودينا حمار السيخ فيااعقبة ومسمار حيط معلق وعجوز صدقت لقاتلها عكاز المستقبل يجب رؤوس رؤوس ومش انتهازية الإسلام الفلوس,0
بربحك جميل من كيسك انو ناوي يعمل شغلو,0
@User.IDX ولا شي يااغبياء. يااذناب طهران وانقره ,1
ذكرتني بفلم انميشن مال the car تقريبا سوه نفس الفكره 😂😂😂😂 ,0
@User.IDX امارة الشر الحماراتية تعدت الحدود تجاه الشعوب العربية والاسلامية ,1
""""""" انا مش فلسطيني .. ولا عمري روحت """" فلسطين"""" انا مش بطل ولا انا """"صلاح الدين """" انا ورق وشوية خرافات زي زيكم بتفرج ع المشهد ف سكات صوتي مكتوم بسبب فساد حكومات انا مش عربي من يوم ما ضميري مات انا مش عربي من يوم ما صوتي بقي بوستات التضامن ..بقي لايك وشير القضية الفلسطينية بقت غير بقت عادي ..اتعودنا مبقاش فينا خير سكتنا فسكت الضمير.... """" انا مش فلسطيني .... ولا عمري روحت """" فلسطين """" انا مش بطل .. ولا انا """" صلاح الدين """" ازيكو يا عرب ؟! يارب تكونو مبسوطين ميت سنة وانتو شايفين سامعين .. ساكتين خايفين فخليكو نايمين والجزم مكانها بوقكو وانتو عادي ساكتين من العراق ل ليبيا لسوريا ل اليمن ل السودان والصومال انتو ورق هما الابطال """" انا مش فلسطيني ... ولا عمري روحت """" فلسطين """" يارتني فلسطيني عايش وسط """" فلسطين """" بجري من الرصاص وف عز البرد انتو اللي خايفين احنا كدة كدة ميتين شكر خاص من اهالي فلسطين لكل العرب اللي شافو وسمعو وعملو مش سامعين اللي لسه معتقدين انهم بني ادمين ولوطن جبان يتهان وساكت لقلوب بتنبض بس الرحمة فيها ماتت اوعو تنسو القدس ولا شبر فلسطيني مهما الظروف كانت """"انا مش فلسطيني ... انا اتمني اكون فلسطيني عمري ما روحت فلسطين بس حاسس انها بتناديني انا مش بطل ولا انا صلاح الدين انا ورق .... قدم واتحرق ..... #محموض_صابر """,0
مريم حشا اسمها وجها يشبه لترمة,1
@User.IDX والله السيسي عمره ماعبرك اساسا يابن العبيطه ,1
شتان الثرى والثريا لانقارن ياسين العيارى بعزوزة القايله لامبدأ كرامة ربها فلوس يدفع نقطه السطر,0
  اه كدب وتزوير، لان الحكم جه علينا وعليكوا، احسب كورة اغادير واحسب كورة ابراهيم حسن هنتاهل ب 2/1<>اطرد علاء واطرد قصاده اللاعب رقم5<>مش حراق برضه يا نمس انت يا نمس مال الحكم والمخرج بقى بتاهل الزمالك المستحق او الغير مستحق,0
اسلام شر مطلق ياكافر اقنع نفسك المحترقة الذليلة مثلا العلمانية أنجبت المخنثين أمثالك الخير المطلق تونس متقدمة تعيش رحمة دولة متخلفة الجزائر وتترجى سياحها وتتسول غازها وكهربائها وشعبها يعيش الويل فقر وتخلف أسيئ التونسيين الشرفاء الكلام ماقلته ينطبق شعبي الشعوب المسلمة تحسبون التقدم التخنث والسحاق واللواط والإباحة والخيانة وبيع العرض والشرف والدياثة وعبادة استعمرك وجعلك كلبا ووووو تقدم قرف ونذالة وعهر ظهرتم والحضارة الإسلامية القائمة الإسلام لعام شهد تلحس أقدامهم بالخير والتطور والتحضر تعيش الحضيض حشرات بإبراز الغرب,1
قال رسول الله صلى الله عليه وسلم من سب أصحابي فعليه لعنة الله والملائكة والناس أجمعين، لا يقبل الله منه صرفا ولا عدلا,0
انقبر كول هوا كل الاحزاب والمليشيات اللبنانية والاحتلالات والارهابيين والعصابات المسلحة قبل الحرب وبعد الحرب أطل…,1
خليك بي الجاهليه لانو ما الك الى الجهل تبعك قطر ام العرب وام لبنان وستبقى قطر والخليج اسيادك يا فار من العداله,0
@User.IDX ترامب علاقتناا مع !! #السعوووودية_العظمى أقوى من أي إعتبارات !! <url> ,0
1  عم تركب الموجة بحذر شديد.. ذكية جسيكا �,0
طز فيك و باللقاء تبعكن لقاء الأوباش و قطاع الطرق إن دعوت شيخ عقل الإقطاع الارسلاني هو تدخل بشؤون طائفة الم…,1
 سدي النص نيع إلي ناتعتي . عم نسمع سيد الأمة.,1
 83 هيّ حالك لتتعرفي على معلمتك الجديدة يا كركمة�� ://./,1
دعك أسماء جاهلة بكيفية الرد الشخص المناسب يوتيوب تجيبيني سؤالي ثقافة أخلاق مايا القصوري أتدركين أمل آامال يفعله الشباب تربية التلفاوز الغذاعة تربية ثقافة دولة كاملة مثلا مثلا لطفي العبدلي أخلاق افضل الشاب مستحيل عائلة الفنانين,0
بيساهل ابن زانية صباحك نور استاذنا,1
" _ كاذبة اشرة
لانه منذ بعض الوقت المتظاهرين كانوا بوزعوا ورود عالجيش
مش قلنالكم اعلام فتنة",1
مهوش القانون المساوات يشترك بقناتي مردود,0
مهوش وقتو لوول وقتو ماو سيبو القانون يتعدى تكبشوش الريق البارد هكاك تتلهاو أهم وقتو وقتو وقتو سيدي وقتو نص,0
 _:  بشفق ع بناتك عندن ام هلقد واطية �,1
 يا عيب الشوم انت خرجك تكوني بزريبة خنازير و تحكي اعلام.وقحة واطية عاهرة اعلامية صرماية كركمة كمخة زبالة حقودة عميا,1
 : أستودعتك اللهم نفسي و أهلي و أحبتي و جميع ما وهبتني و أعطيتني في أمانتك و حفظك يا خير حافظ و يا أرحم الراحمين,0
لعمى ما اكذب منك الا جريدة الأخبار خراس عند هاالصبح,1
لما تتغلب في أفريقيا و يضربوك علي قفاك بالخمسة تعالي واحنا نجيب حقك يا لملوم يا بقال يا ماجدة يا هبه يا شوية معرصين,1
مراسلة الفتنة نانسي السبع تقول ان هناك متظاهرين سلميين ومجموعة مسلحة... صحيح هي زلة لسان ولكن الجديد لا زالت تبث ال… ://./936,0
وهاب يتحدّث عن انجاز يسجّل للرئيس عون,0
بقا تسلفها الجيران حمار لاترفس اخرين,1
"""جميلة جدا وراقت لي ... يا كحيلات العيون بلا كحل يا طيبات القلوب , ايتها الامهات العذارى يا صبايانا ! لو كنتن تدرين كم قوة تبثها فينا ابتسامتكن وقولكنً لنا """" تهونُ يا بن عم """" لو تدرين كم عدوا تهزمن حين تفتحن لنا ملاجئ بين كفوفكن وكم جريحا تشفين ! وانتن كالنوارس , تبشرننا بالارض والبحر يرمينا يمينا وشمالا , وربما عطش الانسان للارض عطشهُ للماء !! """,0
قالو ناس بكري الألي بدل لحية بلحية يشتاقهم زوز,0
 15 ٧ ايار الجايي لازم يسحبوك من شعرك بلكي بتصيري  تفهمي,1
لاتحزن نساء قحاب معرفه تونس تيلند هههههه وبره سرك بير,1
لسه بصرعوا طيزنا بدكن نصير متل العراق وليبيا يا حمير تجاوزناهن بأشواط، هلق لو نصير متل العراق وليبيا تحسن كبير جدا,1
@User.IDX آردوغان قلنالك إصبر تاخد حاجه حلوه ولسه يا آردغ الحلويات كلها جايه وان شاء الله انت والاخوان ومرسي وتميم وبتاع ايران بتاعك هتزوروا عشماوي ،، وعشماوي معروف عنه .. اللي بيلمحه بيمرجحه 😂😂😂😂 ,1
علمانيه ماتفعل بصاحبها مسلم يشهد محمد رسوله الل ه شرفه زوجته واخته ابنته يعتبر ديوث عمل عباده وتربيه عامل اساسي لبناء شخصيه فرد واستهزاء بناس قله ادب ودينا ينهينا همز ولمز وڨاوري تفتخر انسان عامل ومحترم وقلك تنتهي حريتي كنمس بحريه ناس منافق حقود ومعقد وقليل ادب,0
إنتخبتهم الأقلية الكافرة عزوف الشباب الإنتخاب,1
توة تشوف روحك منشط خير الاقل عرفت كفاش تستغل بهامتك بهلوان,0
فدوه يا بخت فدوه يا زمن واحد منكم يجيبه,0
تحكيم فرض واجب يؤخذ رأي الناس,0
 �����ما أنت اطلعوك عكل شئ كان فيك تزيد شو ما بدك أو تستقيل من الحكومة!!!مزحة ما مرقت!!! … ://./737,0
@User.IDX جاري تأديب ابواق ومرتزقة قطرائيل أصحاب الاموال الحرام ,1
اذا في ارهاب هم انتم يا ولاد الحرام خربتو سوريا باالارهاب تبعكون و جاي تحكي بدك تقضي ع الارهاب تبعك ياروح يستر ع عرضك اسكت لنو كل العالم تحكي الا انتو يا اهل الخليج قال حكام عرب اي حكام و انتو يلي عم تمولو لا الارهاب باالاموال لحتى عملتو فتنة بسوريا وك اتفووووووووو بنص شوربك اذا في شوراب شرف فيك ,1
@User.IDX الرئيس الفلبيني يعلن استعداد بلاده لاستقبال لاجئي الروهينغيا ومنحهم الجنسية الفلبينية. لا ياحبيبي كثّر خيرك .. بس اعط مسلمي بلدك حقوقهم واوقف القتل والاضطهاد عنهم ,0
من وين لوين والكاتوليك بيخلفوا زي الأرانب؟ 😂,0
 هامشهري جابر آغا ملالي..<>يا بابا العالم كلها تعرف وانت تعرف وانت كذاب وانت خربوط وانت نامق مالك مطرود من السودان<>خل العربية بصوب اصلا جاني اتصال من المطار واستلمت الخبر يا مليق<>خل عنك هالكذب.. راحوا ومحد استقبلهم وتم الطرد ي,1
لعنه الشعب التونسي الساكت والخانس لعنكم,1
يا مشحرة شو منوب انتي كيف بتضهري لبرا ولك فوتي عن البرندا احسن ما يراشقوكي تعون السترات الصفر بالبيض,1
@User.IDX وفي المحن تضهر الكلاب وتضهر الرجال تضر النساء وتضهر الشراويق .اولا وقبل كل كلام لو كانو يحبون وطنهم لحمدوا الله على عدم ترشحه ولاتقلون مجبرين او لم يجدو حلا هم الحل لو ارادوا البقاء لبقو ولا يمسهم سوء ولا يمس الجزاءر سوء ولاكن الشعب ينضر ويموة .,1
@User.IDX أيقونة ايه ياعم وهي تدعم السفاح ...للأسف شوهت كل تاريخها النضالي بدعم الظالم بشار .. ,1
تتذكرو فازة خواتها الستة وقتلي خرجت تبكي وقعدو الناس يحكيو بالهم خوات طلعت لفازة مسلسل رمضان اسمو صبايا ظاهرة لفازة نفسها تحكي تكتشفوه مسلسل رمضان بطولة مريم الدباغ تفكروه مليح الكومنتار,0
نتي قحبة وتمد ترميك لاف وتجي تحكي,1
@User.IDX شاهد آخر على أن الملالي لايبالون بسفك دما الشيعه <url> ,1
قناة مفبركة تابعة لقطر والجزيرة وكل من فيها منافق ,1
قطر اختلفت مع كل المحيط العربي لأنو تحالفت مع حليفك الخامنئي ، حليف حليفك يعني حليفك كيف سياستكن يا شياطين ما بعرف,1
 _  بلا كذب ريفي والنازحين المستأجرون ينتفضون,0
" بدي اعرف من وين بتجيبي هضامتك من أي مجرور ؟ 
سم لعم تبخيه عم يطلع فيكي 
ابكي بترتاحي",1
بهيم مايعرفش يحكى مثقف يرمى الكلام هكاكة يعطي رايو بسطوكية يستاهل بلعمل لبو لعرق ملغصرة يمروح برافو مايا,1
أين الثرية من الثرى واين العفيسة من الذرة ، بشرفك خلي الشرف على جنب ، شرشفك منشور على سطوح…,0
   هذا أقلية لا تمثل ، لكن من يريد ان يكون فوق الانتقاد عليه ان يقف بمكان الشبهة… ://./90,0
أوعوا تكونوا أول من يبطل تصفيق 😂😂😂 ,0
باسيل لإعادة النازحين ودعم قطري للبنان باسيل يبحث لحل عقدة تشكيل الحكومة,0
   يا روافض يا انجاس ليس لكم عندنا الا سبايكر,1
إلي ساعة عم جرب اكتب تويت بعد حكي باسيل بس ما عم يطلع بلا مسبات خصوصي بعد ما شفت اللحيسة البلا شرف بلشو يطبلو,1
يستاهلو شعب طحان جيعان اللهفة ميغلو ميزيدو يشرو سيب تاكدت تونس شعب,1
@User.IDX الرئيس اليهودي عاوز يقتل المسلمين والمسيحين كمان 😂😂😂 هيخلي البلد فاضيه ويحكم هو لوحده 😂😂😂 جاتكم خيبه قناه كذابه ,1
مين قدر يوصّل رسالة وجوب مشاركة سوريا بالقمة العربية وعدم مقاطعتها بطريقة افضل، نبيه بري ام جبران باسيل؟ الاول استعمل البل…,0
القناة السابعة العبرية تقول نصرالله بحوار لقائي انتصر على اسرائيل انقبر كول هوا وتعلم تبتلع سمك متل م…,1
يا راجل يا حمار هو عمك السيسي محتاج عياله يعملوله حاجة كلنا شعب مصر العظيم ( عدا الحمير الخونة اللي زيك طبعأ) كلنا ولاده وها نجيبه يحكم ويذل الخونة امثالك لغاية 2040 وبالامر وغصب عنه احنا عايزينه يا حمير يا زبالة يا ابناء جهاد النكاح. اخيييي طلعت حمار كبير مش راجل كبير اتفوووو ع ,1
@User.IDX ومن دمر ليبيا غير العاق حمد بن خليفه ومن خلفه انتم ايه المشردين من أوطانكم <url> ,1
قبوط وصعلوك وبهلول وهبول ومسطول وعندها واحد زنخ سمج سميك بلبنان,1
سيدي القحبه امك مصري كس امك جزائرية غبي القحب كسمك لغتكم سب سب,1
 يمكن فخامة الرئيس دعسلك علسانك وما ضل عندك ولا حرف صحيح!!!,1
يا كلماتي الناعمة اللينة يا هدية أعوامي يا بارود الجمال يا إلتفاتات دهشاتي كل عام وعمرك ياعمري سعيد.. <>⁦⁩ ❤️,0
الصاحفيين تجيب خبر احكي تبدى تكبر وبالنسبة لولد عواطف يحكي ويقول كوميدي قبلتوش احترمتش الإختلاف يجيش تقول زادو فلوس يولي يتباع النقد بتطييح لقدر والتفذليك دجيش تضحك الناس بحجاجات غالطة ربي,0
@User.IDX انا مش عارف انتو بتلمعو فيها وعايزينها بطله بعد التاييد لبشار والسيسي في القتل والتهجير ارحمونا بقي من شله العواجيز دول ,1
وزير الخارجية اللبناني جبران باسيل يبعتلو حمى يقول عمدة قرية شرق سلوى كسر الحصار على قريته بحضور القمة,1
الله يرحمك و يغفرلك يا امي يا اطيب و احن قلب كان في الدنيا 💔,0
ما حدا مرتد ولعين غيرك يا واطي,1
قناة عائلية قناة وشركة ومدعومة اليهود,0
قالت الاغنية تعجبني قالها الشاب بشير الاغنية موجهة للشريحة العمرية اغنية شبابية غاضها الحال العالم كامل يعرف اغاني الراي شبابية طلعت جاهلة وغبية,0
@User.IDX العلم لا يحصره زمان و لا مكان . مشاء الله على هذه السيدة التي من خلالها نتذكر قيمة و مرتبة العلم في الحياة الإنسان . نرجو من الله أن يوفقها و يجعلها متميزة في هذا المجال . ,0
احب ربي احارب دينوا حاشت الدنيا الزايفة اتبع هالمهود ياربي تحمي عبادك الصالحين وتعجل بالنتقامك عالكفرة اللهم امين يارب العلامين شوف الشعب اقاسي يمقيمك ياعمر بعدك تتدفن العدل ياربي الزين اشتمتوه لعبتولوا اللعبة اخرجتوه اعملش هالكارثة,1
 شكلك هبله. نحن  طوائف مش بلد يا خالصه,1
نرضو كمسلمين بالكلب رئيس جينا مسلمين الكلب يقعد ثانيا فالقصر,1
 إعلامية  انتهازية من الزمن المنحط والرديء  تدعي الثورة والثوار   وهي تعيش في عالم الثراء و البذخ  صديقة… ://./,1
هيدا السيد يلي عم تحكي عنو غبرة صرمايتو بتشرف الأندال يلي مثلكم,1
 ربنا ينتقم منك انت وبلحة !!!<>يا شيخ المعرضين يا آفاق يا نتن !!,1
@User.IDX وحياة امك يا خروف عموما لمصر وله كل مانملك ,1
 ديما الواطيه اوطى من سرمايتي هيدا احلى.,1
ممكن اسم الموسيقى في الثواني الاخيرة وشكرا ,0
وش يجيك من قناة الاستحمار ؟؟ بهدلونا 😔😔 ,1
 يا حيوان يا متخلف يا كلب يا عديم الشخصية يا عميل الغرب الغرب مسيحي صليبي ولا يوجد شيء بيننا وبينهم الا محاربة ديننا الغير محرف لانهم حرفوا دينهم ويرفضون ديننا وهم بالاساس مستعمرين لنا فكيف نتقرب لهم بالاعتماد على انفسنا ام بالسجود لهم يا حق,1
 يا #ديمة_الواطية مش انتي كنت اكتر وحده عّم تزقفي مبارح بمؤتمر لي عمله الشيخسعد,1
 _ يعني صعلوكة متلك، أشرفلها تضب راسا تحت سابع أرض. واحترمي حالك. #صعاليك_الإعلام,1
" يا ويلي شو حمارة يا ويلي عم تبدعي بهالثورة
لا بتفهمي بالسياسة ولا لغات ولا معلومات عامة ولا مسلسلات ولا… ://./",1
بطبيعتك لكزة ومتتهضمش وزيد تشوه صورة تونس حلو,0
أخي الحمار التونسي يعنى الرئيس التونسي مشكلة مرتو وضغطة علية وباين طحان الدار وباش يلقالها حل طلقوش راجلو الدار يعنى مرتو قالت للحمار التونسي درك أدير قانون القرنون يساوي الرجل والمرأة الميراث والمرة الجاية حق للرجل الميراث لعنة غلى الظالمين هدا الطحين راجل تحكم مرا ياوسكير كزن تقلو هادا حكم ربي هدا صح ربي يهدي الطحان التونسي بالاك ولد جربة يهودي,1
الكونتور دا اللي أعرفه عنه يعني وممكن أكون بفتي عادي😂<>إنه منتج بيبقى غامق عن لون بشرتك عشان لو عايزة تظبطي ديفوها… — مش عارفين كنا هنعمل ايه من غير ال   بتاعتك يا آلاء 👏😂 أهي يا انون الاء جابت كل حاجه 😂❤ ,0
كلنا اللواء عثمان اما المجرم مهما طال الزمن مكانه السجن والمحاسبه,1
#كلنا_ديما_صادق   شو متوقعين من ناس تعودو وتربو عل نظرية المؤامرة  ان يتقبلو راي حر اكيد  لا  اما بختلف بامور كتير… ://./4,0
مشتهي اضربو كف و قلوانا بكرهك بكرهك بكرهك,1
والله حالتكم بئيسة كلاب الغرب سؤالي كافر,1
 يبدو أن الجوع سيطر عليك الصحيفة وليس الصفيحة,0
الشعب التونسي أوسخ شعب أكلة لحوم الخنزير تونس بلاد القحاب وبلاد المليون بيت دعارة اخ أتفووو التوانسة إشباه الرجال خوت القحاب يفطرو رمضان ويخدمو بيوت الدعارة ينيكو,1
انا بشمسهم و بحطهم بالشمس يومين و تلات لاتاكد انه ما ضل فيهم مي ,0
جزايريه ونوجه رساله لنساء تونس روحو لسوره النساء فالقران ةلكريم كلش باين وصريح بلي راجل يدي لمراة مكالاه تقولو حريه شخصيه الامر باين مفيه شك متتحداوش ربي وسلام,0
ههههههههههه عجبني ولد ربيع قااالها تفووووه المثل الشعبي كسكسلو يطلع لاصلو,0
وليد جنبلاط كاتب الحكمة يا قذر,1
اعترف بالسبسي الخرف كرءيس اعترف بقانون اخرق وفضيحة كهذا,0
" :  شو. يعني فارشين
كان لازم تنوأدي لما خلقتي وما بتسري عليك الاية
حرام امك ما فيني سبها",1
شوهاظ اللي بتكولو يازلمي كول خيراً او كول هوا,1
رد يوتيوب ايه بعدالاعتذار ؟ يا رب ميسامحهوش ابدا لا هو و لا الحيوانه الي معاه بتضحك في الفيديو تجردوا الاتنين من ابسط انواع التعاطف الإنساني مع انسان حياته مآساة لدرجة اضطر ينهيها بيده ودوّل يضحكوا الي عنده خلل في عقله فعلا هو المتوحش الي طالع بيمثل الاعتذار علشان ينقذ career بتاعه ,1
فعلاً لا يناسب الا زماننا، في زمان على فيه صوت الرويبضة، لكن عندما تحين الساعة سيعود كل الى حجمه ولو كا…,0
 1: 601 لطالما دافعت عن هذه القناة في بيئتي اما اليوم  بعدما انكشف القناع بالشكل الكامل وخاصة عندما رايت كمية ال…,0
مطلوب تعميم هذه التجربة في كافة الوزاراة والاقتداء بعدالة وزارة العدل,0
ستموت بحسرة الخواجه ولن يعطيك شرف التحدث معه وابتزازه ايها الازعر السفيه ضبضب,1
حق معا كريم نحب كريم نحبوش,0
ربي العالمين كبير وسوفه تندموت جميعكم ولن نسامحكم على خزلاننا نحن الدول المنكوبة والمفجوعة والمشردة اين اتنم من سوريا الجريحة او من الرهينغيا او من العراق او من فلسطين والقدسها الشريف اين انتم من اليمن والاهلها اين انتم يامخنثون من حقوق العرب ..اما هذا القطري عديم الشرف كيف تكون ايران شريفة وهي من دمرت وقتلت وابادات الشعب العراقي والسوري كيف تكون شريفة وهي مجرمة وقاتلة تشارك في قتل السوريين واليمنيين والعراقيين ولبنانيين وكل من يقول انه سني حسبي الله ونعم الوكيل عليكن وعلى اجتماعكن .انتم بلا شرف او كرامة او نخوة انتم بلا اخلاق ,1
سد بوزك يا حيوان يلعن روح حافظ تبعك,1
 : أنا عن أهل الحكي و الوقت و أزعاجه !<>يا كبر عقلي ، و يا صبري ، و يا طيبي (:,0
" هني الواطيين حثالة المجتمع 
ما تهكلي للهم",0
الرسول يدعو ويجاهد يدعو لستم منهج الرسول صلى وسلم فالرسول صلى وسلم والصحابة رضوان أجمعين يدعون ويجاهدون,0
 ويمكن العالم ما بدها يياكي كمان !! عم تلاحظي نسبة الكره إلك أديش صارت ؟ أكيد اكتر من شيكاتك اللي ناطرة رياض سلامة يصرفها ..,0
 السيد اشرف رجل في العالم كلو اما الباقيين ماخصني فيهم شيلو السيد من هالمعادلة,0
يرحم والدين والديك بشير بردتلنا قلوبنا ههههههههههههههههههههههههههههه,0
من تسولف بس اردد... يا سلام <> يا سلام وحاضر وتم... واكيد,0
أنا بس شوف نديم و أمثالو كيف بيحكو عن جبران باسيل بتأكّد أكتر انو جبران باسيل عم يشتغل صحّ,0
جواز سفر بريطاني نقز السطح بريطانية ولست تونسية الكثير الغموض الفتاة,0
لا لا بعتقد مي الخرز بخافو منو فا اكيد فرد مي,0
بدا ثورة على حطوا روبورتاج صغير عن جبران باسيل وانهوه بجملة ما تكون متل جبران,0
انا وعم بحضر عل اليوم اختصاصية تغذية لاحظت شغلة ليه كل اختصاصيات التغذية بيحكوا بنفس الطريقة؟ 😀,0
 يا سطحي يا بهيمه افهم شوي حسبي الله ونعم الوكيل فيك يا شيخ,1
 الله عليكي الله يا بنت مصر يا مقاتله يا شريفه,0
 انتي متاكدة انك ما نجحتي بالواسطة ؟,1
عدا عن جحاشة الأخ البلوشي ومعلوماته الخاطئة تماما عن الاشوريين والكلدان,1
حمار بقرة كلب الديموقراطية معنها حكم شعب حكم اغلبية اغلبية تونس مسلمين,1
  هيدي جاهلة اصلا قراية ما بتعرف تقرا .. وشحتوا من قناة الحرة,1
يبين روحو هوا مدامة يخي يخي جايح,0
يا مغيث ، يا مغيث ، يا مغيث اغثني ويسر لي امري وفرج همي واشرح صدري وارحمني برحمتك، يارب اغفر جميع ذنوبي التي اعلمها والتي لا اعلمها ، يارب انت الكريم انت الغفور انت الحي القيوم، يارب ان كان هناك ذنب يحول بيني وبين استجابتك لدعائي فيارب اغفره لي وارزقني من حيث لا احتسب 🌿,0
هيئتك يا ويئو اكل سمك ومتقل الليلة لهيك عم بتكوبس باللواء عثمان لهيك تغطا منيح بس تنام احسن ما تاخد برد,0
"تحية كبيرة للاعلامية #نانسي_السبع بمحاورتها ل #مي_خريش نائب رئيس #التيار_الوطني_الحر للشؤون السياسية 
تحية لجرأتك و… ://./0975",0
علامة ودلاله واضحه لفسوق وفساد للطبقه السياسيه وإستوجب عقوبة وخاصة خطط وقرر وسكت وأعان الظلم ومحاربة الإسلام ككل زالت سقوط الأقنعه العملاء والمنبطحين للغرب والخائنين لبلدانهم تدريجيا يفتضحوا جميعا لشعوبهم ولكل العالم,1
تونس للعرب والأمازيغ تونس قوميات أخرى شركسي تونسي والإسلام باقي بإذن,0
